PersonId,ProjectId,Language,Task Description
78,875,German,Etablierung des Dienstleisters als bevorzugter Partner im Bereich Microsoft .NET Technologie durch eine Preis-/Leistungsführerschaft
78,875,English,Etablierung des Dienstleisters als bevorzugter Partner im Bereich Microsoft .NET Technologie durch eine Preis-/Leistungsführerschaft
78,876,German,Angebotsmanagement
78,876,English,Angebotsmanagement
78,876,German,Aufbau und Führung eines Teams für die Enterprise Application Integration von FCS Front Arena in die Backend Systeme der Bank und systemtechnische Betreuung der Plattform einschließlich Applikationsmonitoring
78,876,English,Aufbau und Führung eines Teams für die Enterprise Application Integration von FCS Front Arena in die Backend Systeme der Bank und systemtechnische Betreuung der Plattform einschließlich Applikationsmonitoring
78,876,German,"Entwicklung von Lösungsszenarien und Ressourcenmanagement für das Rechenzentrum im Umfeld Unix Planung und Betrieb mit den Themenschwerpunkten Sun Solaris Enterprise System, Oracle-, Sybase Datenbanken und IT-Betrieb nach ITIL"
78,876,English,"Entwicklung von Lösungsszenarien und Ressourcenmanagement für das Rechenzentrum im Umfeld Unix Planung und Betrieb mit den Themenschwerpunkten Sun Solaris Enterprise System, Oracle-, Sybase Datenbanken und IT-Betrieb nach ITIL"
78,877,German,Angebotsmanagement
78,877,English,Angebotsmanagement
78,877,German,Auswahl und Staffing des Projektteams mit externen Ressourcen
78,877,English,Auswahl und Staffing des Projektteams mit externen Ressourcen
78,877,German,Ausbau der Kundenbeziehung auf den Entwicklungsbereich und Positionierung des Unternehmens als IT-Partner
78,877,English,Ausbau der Kundenbeziehung auf den Entwicklungsbereich und Positionierung des Unternehmens als IT-Partner
78,878,German,Entwicklung von Versicherungsprodukten mit VP/MS (Versicherungs-Produktmodellierungssystem)
78,878,English,Entwicklung von Versicherungsprodukten mit VP/MS (Versicherungs-Produktmodellierungssystem)
78,878,German,Definition von Applikation-Entwicklungs-FrameWorks für Windows NT/9x/2000
78,878,English,Definition von Applikation-Entwicklungs-FrameWorks für Windows NT/9x/2000
78,878,German,Verträglichkeitsanalyse des Applikation- Frames bezüglich Fremdsoftware und neuer Betriebssysteme bzw. –komponenten
78,878,English,Verträglichkeitsanalyse des Applikation- Frames bezüglich Fremdsoftware und neuer Betriebssysteme bzw. –komponenten
78,878,German,Weiterentwicklung eines Online-Produkt-Mastering-Systems
78,878,English,Weiterentwicklung eines Online-Produkt-Mastering-Systems
78,879,German,Im Rahmen eines Workshops wurden die Prozessunterstützung des KM-Prozesses durch ein Versionierungswerkzeug (Visual SourceSafe) erarbeitet und Handlungsempfehlungen zur Prozessoptimierung gegeben
78,879,English,Im Rahmen eines Workshops wurden die Prozessunterstützung des KM-Prozesses durch ein Versionierungswerkzeug (Visual SourceSafe) erarbeitet und Handlungsempfehlungen zur Prozessoptimierung gegeben
78,880,German,Unterstützung als Methodenberater und Chef Systemanalytiker
78,880,English,Unterstützung als Methodenberater und Chef Systemanalytiker
78,880,German,TPL bei der Erstellung der Entwicklungsvorgaben mit einer einheitlichen Architektur
78,880,English,TPL bei der Erstellung der Entwicklungsvorgaben mit einer einheitlichen Architektur
78,880,German,"Technologie: Microsoft Windows Distributed Net Application Architecture (DNA), Multi-Tier-Anwendungen, Modellierung in Unified Modelling Language (UML) mit Rational Rose, Objektorientierte Entwicklung mit Microsoft Visual Studio, Geschäftslogik basierend auf dem Komponentenstandard Microsoft Component Objekt Model (COM+), Präsentation Web-basiert in einer Thin Client Umgebung, Nutzung von XML als Kommunikationsschnittstelle und OEP als Vorgehensmodell"
78,880,English,"Technologie: Microsoft Windows Distributed Net Application Architecture (DNA), Multi-Tier-Anwendungen, Modellierung in Unified Modelling Language (UML) mit Rational Rose, Objektorientierte Entwicklung mit Microsoft Visual Studio, Geschäftslogik basierend auf dem Komponentenstandard Microsoft Component Objekt Model (COM+), Präsentation Web-basiert in einer Thin Client Umgebung, Nutzung von XML als Kommunikationsschnittstelle und OEP als Vorgehensmodell"
78,881,German,"Entwicklung von Performance- , Wartbarkeits- und QS-Metriken auf der Basis von automatisierten Source-Codeanalysen eines 4GL – Branchen – Tools (VP/MS), u. a. auf Basis der Function Point Analysis"
78,881,English,"Entwicklung von Performance- , Wartbarkeits- und QS-Metriken auf der Basis von automatisierten Source-Codeanalysen eines 4GL – Branchen – Tools (VP/MS), u. a. auf Basis der Function Point Analysis"
78,881,German,Die Metriken dienten u. a. als Messgrößen zur Prozessmessung nach CMM (Capability Maturity Model)
,,,Projektmanagement für die Analysetoolentwicklung
78,881,English,Die Metriken dienten u. a. als Messgrößen zur Prozessmessung nach CMM (Capability Maturity Model)
,,,Projektmanagement für die Analysetoolentwicklung
78,882,German,Design und Implementierung des Projektes
78,882,English,Design und Implementierung des Projektes
78,882,German,Reengineering des Datenmodells
78,882,English,Reengineering des Datenmodells
78,882,German,Vorgehen nach V-Modell 97
78,882,English,Vorgehen nach V-Modell 97
78,882,German,"Modellierung mit UML, Rational Rose, Rational SoDA"
78,882,English,"Modellierung mit UML, Rational Rose, Rational SoDA"
78,883,German,Design und Implementierung des Projektes
78,883,English,Design und Implementierung des Projektes
78,883,German,Durchführung eines QS-Audits im Rahmen der ISO 900x Rezertifizierung für das Projekt
78,883,English,Durchführung eines QS-Audits im Rahmen der ISO 900x Rezertifizierung für das Projekt
78,884,German,Projektleitung
78,884,English,Projektleitung
78,884,German,IT-Koordination und Administration der IT-Infrastruktur im Geschäftsbereich
78,884,English,IT-Koordination und Administration der IT-Infrastruktur im Geschäftsbereich
78,884,German,"Mitarbeit bei der Konzeption von unternehmensweiten Services für Email, Security-Funktionen, Infrastruktur-Management, unternehmensweite Applikationen (z.B. SAP)"
78,884,English,"Mitarbeit bei der Konzeption von unternehmensweiten Services für Email, Security-Funktionen, Infrastruktur-Management, unternehmensweite Applikationen (z.B. SAP)"
78,885,German,Beratung bei der Konzeption
78,885,English,Beratung bei der Konzeption
78,885,German,Entwicklung und Implementierung eines Management Support Systems für Qualitätsmanagement-Prozesse eines technischen Dienstleisters als Intranet-Lösung
78,885,English,Entwicklung und Implementierung eines Management Support Systems für Qualitätsmanagement-Prozesse eines technischen Dienstleisters als Intranet-Lösung
78,886,German,Projektleitung
78,886,English,Projektleitung
78,886,German,Durchführung des Requirements Engineerings
78,886,English,Durchführung des Requirements Engineerings
78,886,German,Vorgehen nach V-Modell 97
78,886,English,Vorgehen nach V-Modell 97
78,886,German,Modellierung nach UML mit Rational Rose
78,886,English,Modellierung nach UML mit Rational Rose
78,887,German,Konzeption
78,887,English,Konzeption
78,887,German,"Entwicklung und Implementierung (Windows NT, C, Labwindows) eines Meßsystems zur automatischen ?-Ortsdosisleistungsmessung"
78,887,English,"Entwicklung und Implementierung (Windows NT, C, Labwindows) eines Meßsystems zur automatischen ?-Ortsdosisleistungsmessung"
78,887,German,Unterstützung der Messdatenerfassung
78,887,English,Unterstützung der Messdatenerfassung
78,887,German,Auswertung und Dokumentation
78,887,English,Auswertung und Dokumentation
78,888,German,Projektleitung
78,888,English,Projektleitung
78,888,German,Design und Implementierung der Projekte
78,888,English,Design und Implementierung der Projekte
78,888,German,Erstellung von Forschungsberichten für die jeweiligen Anwendungsgebiete
78,888,English,Erstellung von Forschungsberichten für die jeweiligen Anwendungsgebiete
78,889,English,Aufbau und Ausbau der Kundenbeziehung
78,889,German,Aufbau und Ausbau der Kundenbeziehung
78,889,English,"Vertrags-, Changemanagement und Angebotsmanagement"
78,889,German,"Vertrags-, Changemanagement und Angebotsmanagement"
78,889,English,Staffing der Projekte und Führung der Projektmitarbeiter
78,889,German,Staffing der Projekte und Führung der Projektmitarbeiter
78,889,English,Kommerzielle Projektsteuerung
78,889,German,Kommerzielle Projektsteuerung
78,890,German,Neukundengewinnung und Auf- und Ausbau einer Business Unit
78,890,English,Neukundengewinnung und Auf- und Ausbau einer Business Unit
78,890,German,Angebots- und Ausschreibungsmanagement
78,890,English,Angebots- und Ausschreibungsmanagement
78,890,German,Coaching
78,890,English,Coaching
78,890,German,Qualitätssicherung und Steuerung der Produktion
78,890,English,Qualitätssicherung und Steuerung der Produktion
78,890,German,Leitung der Niederlassung München
78,890,English,Leitung der Niederlassung München
78,891,German,Erstellen von Zielbildern für mögliche Offshoring Szenarien
78,891,English,Erstellen von Zielbildern für mögliche Offshoring Szenarien
78,891,German,Erstellen von Projektskizzen mit Erfolgsfaktoren für die Umsetzung
78,891,English,Erstellen von Projektskizzen mit Erfolgsfaktoren für die Umsetzung
78,891,German,Sparringspartner des Leiters SW-Entwicklung
78,891,English,Sparringspartner des Leiters SW-Entwicklung
78,892,English,Entwicklung Vorgehensweise zur Strategiefindung
78,892,German,Entwicklung Vorgehensweise zur Strategiefindung
78,892,English,Moderation der Workshops
78,892,German,Moderation der Workshops
78,892,English,Aufbereitung der Ergebnisse und Ableitung von Handlungsempfehlungen
78,892,German,Aufbereitung der Ergebnisse und Ableitung von Handlungsempfehlungen
78,893,English,Feststellen des Status Quo in der Software-Architektur
78,893,German,Feststellen des Status Quo in der Software-Architektur
78,893,English,Identifikation von Schwachstellen und Risiken in der SW-Architektur und im Ablauf von SW-Anpassungen
78,893,German,Identifikation von Schwachstellen und Risiken in der SW-Architektur und im Ablauf von SW-Anpassungen
78,893,English,Aufzeigen von Lösungsansätzen und Optimierungspotentialen
78,893,German,Aufzeigen von Lösungsansätzen und Optimierungspotentialen
78,893,English,Bewertung möglicher Maßnahmen hinsichtlich Aufwand und Nutzen
78,893,German,Bewertung möglicher Maßnahmen hinsichtlich Aufwand und Nutzen
78,894,English,Konzeption der Themenaufbereitung
78,894,German,Konzeption der Themenaufbereitung
78,894,English,Präsentation des Themas „Stellenwert Continious Integration im Software-Engineering“
78,894,German,Präsentation des Themas „Stellenwert Continious Integration im Software-Engineering“
78,894,English,Moderation der Workshops
78,894,German,Moderation der Workshops
78,895,English,Strukturierung der Ergebnisse der fachlichen Arbeitsgruppe (Bottom up Ansatz)
78,895,German,Strukturierung der Ergebnisse der fachlichen Arbeitsgruppe (Bottom up Ansatz)
78,895,English,Führung von Interviews auf Managementebene (Top down Ansatz)
78,895,German,Führung von Interviews auf Managementebene (Top down Ansatz)
78,895,English,Konsolidierung der Ergebnisse und Ableitung einer Nutzenargumentation
78,895,German,Konsolidierung der Ergebnisse und Ableitung einer Nutzenargumentation
78,895,English,Vorbereitung einer Management-Präsentation für Handlungsempfehlungen
78,895,German,Vorbereitung einer Management-Präsentation für Handlungsempfehlungen
78,896,German,Status Quo im Bereich Projektmanagement erfassen
78,896,English,Status Quo im Bereich Projektmanagement erfassen
78,896,German,Projektsetup aus Sicht maximaler Erfolgschancen im Projekt überprüfen
78,896,English,Projektsetup aus Sicht maximaler Erfolgschancen im Projekt überprüfen
78,896,German,Optimierungspotential erkennen und aufzeigen von Lösungsansätzen
78,896,English,Optimierungspotential erkennen und aufzeigen von Lösungsansätzen
78,897,English,Kundensegmentierung und Neukundenakquise
78,897,German,Kundensegmentierung und Neukundenakquise
78,897,English,Anpassung der Dienstleistungs-Services der Muttergesellschaft an die Marktgegebenheiten
78,897,German,Anpassung der Dienstleistungs-Services der Muttergesellschaft an die Marktgegebenheiten
78,897,English,Customer und Bussines Development
78,897,German,Customer und Bussines Development
78,897,English,Geschäftsleitung
78,897,German,Geschäftsleitung
78,898,German,Feststellen des Status Quo in der Gesamtintegrationsstufe durch Interviews mit Prozessbeteiligten
78,898,English,Feststellen des Status Quo in der Gesamtintegrationsstufe durch Interviews mit Prozessbeteiligten
78,898,German,Ableitung von Massnahmen zur Frühindikation von Qualitätsmängel
78,898,English,Identifikation von Schwachstellen
78,898,German,Ableitung von Massnahmen zur Neuausrichtung des Testcenters als interne Dienstleister der Projekte
78,898,English,Ableitung von Massnahmen zur Frühindikation von Qualitätsmängel
78,898,English,Ableitung von Massnahmen zur Neuausrichtung des Testcenters als interne Dienstleister der Projekte
78,899,English,Durchführung von Bedarfsanalysen
78,899,German,Durchführung von Bedarfsanalysen
78,899,English,Aufbau eines für das Kundenumfeld angepassten Personalakquiseprozesses
78,899,German,Aufbau eines für das Kundenumfeld angepassten Personalakquiseprozesses
78,899,English,Recruitment
78,899,German,Recruitment
78,899,English,Stakeholder-Management
78,899,German,Stakeholder-Management
78,899,English,Führung der Transfermitarbeiter
78,899,German,Führung der Transfermitarbeiter
79,900,German,Anforderungen erarbeiten
79,900,English,Anforderungen erarbeiten
79,900,German,Analyse und Design
79,900,English,Analyse und Design
79,900,German,Implementierung
79,900,English,Implementierung
79,900,German,Testen
79,900,English,Testen
79,900,German,Einführung
79,900,English,Einführung
79,901,German,Projektplanung
79,901,English,Projektplanung
79,901,German,Durchführung der Migration
79,901,English,Durchführung der Migration
79,901,German,Abschluss der Migration
79,901,English,Abschluss der Migration
79,902,German,Architektur- und Software-Design
79,902,English,Architektur- und Software-Design
79,902,German,"Implementierung von Kernkomponenten (Sicherheit, Konfiguration, Persistenz)"
79,902,English,"Implementierung von Kernkomponenten (Sicherheit, Konfiguration, Persistenz)"
79,903,German,Implementierung
79,903,English,Areanalyse und Disign
79,903,German,Analyse und Design
79,903,English,Implementierung
79,903,German,Testing
79,903,English,Testing
79,903,German,Projektplanung
79,904,English,Analyse und Design
79,904,German,Analyse und Design
79,904,English,Implemntierung
79,904,German,Implementierung
79,904,English,Testen
79,904,German,Testen
79,904,English,Deployment
79,904,German,Deployment
79,905,German,Implementierung
79,905,German,Refactoring
79,905,German,Code / Performance Optimierung
79,905,German,Unit-Tests
79,905,German,Numerische Programmierung
81,907,English,"Requirements, Architecture, Design, Implementation, unit tests"
81,908,English,"Architecture, Design, Implementation, Testing"
81,909,English,"Requirements, Architecture, Design, Implementation, Testing"
81,910,English,"Architecture, Design, Implementation of the data-layer, business layer and GUI, testing"
81,911,English,"Design, Implementation, Testing"
81,912,English,"Design, implementation and testing of the DRM (Digital Rights Management) in messaging client. Bugfixes of the GUI and integration of the Openwave framework."
81,913,English,"Requirements, design, implementation, testing."
81,914,English,"Design, implementation, testing of the bussiness"
81,915,English,"Business Modeling, Requirements, Architecture, Design, Implementation and Deployment (iTunes Connect, CCATS)"
81,916,English,Evaluation of the OTSS Reporting solutions
81,916,English,Integration of the DevExpress Reporting
81,916,English,Implementation of the prototype
81,916,English,Unit tests
81,917,English,Prototype
81,917,English,"Design and Implementation of the ""Campus"" plugin"
81,917,English,Unit tests
81,917,English,Bugfixing
81,918,English,"Requirements, Architecture, Design, Implementation, Testing"
89,919,English,Erarbeitung der für das eLearning relevanten Inhalte in enger Zusammenarbeit mit dem Kunden; strukturiertes Ablegen der Inhalte im eLearning-Tool; Reviewprozess zusammen mit dem Kunden und anschließender Korrektur der Inhalte.
89,919,German,Erarbeitung der für das eLearning relevanten Inhalte in enger Zusammenarbeit mit dem Kunden; strukturiertes Ablegen der Inhalte im eLearning-Tool; Reviewprozess zusammen mit dem Kunden und anschließender Korrektur der Inhalte.
89,920,English,"Bedarfsklärung, ob Scrum eine geeignetes Vorgehensmodell ist; Schulung des Teams; Initiale Erstellung des Product Backlogs; Identifikation und Tracking der Risiken; Einzelcoaching der Rollen (ScrumMaster / Product Owner); Hilfestellung bei der Durchführung von Scrum im Daily Business; Hilfestellung bei der Beseitigung von Problemen rund um Infrastruktur, Organisation, Entwicklungsmethodik und Team Building."
89,920,German,"Bedarfsklärung, ob Scrum eine geeignetes Vorgehensmodell ist; Schulung des Teams; Initiale Erstellung des Product Backlogs; Identifikation und Tracking der Risiken; Einzelcoaching der Rollen (ScrumMaster / Product Owner); Hilfestellung bei der Durchführung von Scrum im Daily Business; Hilfestellung bei der Beseitigung von Problemen rund um Infrastruktur, Organisation, Entwicklungsmethodik und Team Building."
89,921,English,Bestehende Prozesse identifizieren und überarbeiten. Workshops mit dem Team veranstalten und Anforderungen aufnehmen. Störungen aufdecken und Lösungsansätze zeigen. Risiken identifizieren und managen. Anforderungen verfeinern und priorisieren sowie für die Produktionsabteilung eindeutig formulieren.
89,921,German,Bestehende Prozesse identifizieren und überarbeiten. Workshops mit dem Team veranstalten und Anforderungen aufnehmen. Störungen aufdecken und Lösungsansätze zeigen. Risiken identifizieren und managen. Anforderungen verfeinern und priorisieren sowie für die Produktionsabteilung eindeutig formulieren.
89,922,English,Projektleitung; Anforderungsklärung und Umsetzung des Intranets; Integration von Active Directory und Anbindung an Exchange Server
89,922,German,Projektleitung; Anforderungsklärung und Umsetzung des Intranets; Integration von Active Directory und Anbindung an Exchange Server
89,923,English,Projektleitung; Fachliche Führung der Mitarbeiter; Kontinuierliche Anpassung der Spezifikation im Rahmen des Scrum Prozesses; Durchführung von Integrationstests anhand von Testszenarien; Etablierung Scrum Prozess
89,923,German,Projektleitung; Fachliche Führung der Mitarbeiter; Kontinuierliche Anpassung der Spezifikation im Rahmen des Scrum Prozesses; Durchführung von Integrationstests anhand von Testszenarien; Etablierung Scrum Prozess
89,924,English,Projektleitung; Erstellung des Lastenheftes; Koordination der Bereitstellung der technischen Infrastruktur; Koordination der Erstellung des Test-Konzepts
89,924,German,Projektleitung; Erstellung des Lastenheftes; Koordination der Bereitstellung der technischen Infrastruktur; Koordination der Erstellung des Test-Konzepts
89,925,English,Projektleitung; Fachliche Führung der Mitarbeiter; Anforderungsanalyse; Pflichtenheft; Testing; Qualitätssicherung; Abnahme; Kundenbetreuung und Akquise
89,925,German,Projektleitung; Fachliche Führung der Mitarbeiter; Anforderungsanalyse; Pflichtenheft; Testing; Qualitätssicherung; Abnahme; Kundenbetreuung und Akquise
89,926,English,"Analyse, Design und Entwicklung von Webapplikationen; Erstellen von Pflichtenheften und Offerten; Integration von SharePoint Portal Server in eigenentwickelte Applikation"
89,926,German,"Analyse, Design und Entwicklung von Webapplikationen; Erstellen von Pflichtenheften und Offerten; Integration von SharePoint Portal Server in eigenentwickelte Applikation"
89,927,English,"Analyse, Design und Entwicklung von Webapplikationen"
89,927,German,"Analyse, Design und Entwicklung von Webapplikationen"
89,928,English,"Layouts erstellen, HTML-Seiten umsetzen, Shop-System aufbauen, befüllen, pflegen"
89,928,German,"Layouts erstellen, HTML-Seiten umsetzen, Shop-System aufbauen, befüllen, pflegen"
89,929,German,"Mitarbeiter befähigen, strukturierte Anforderungsanalysen durchzuführen."
89,929,English,"Mitarbeiter befähigen, strukturierte Anforderungsanalysen durchzuführen."
89,930,German,Grob- und Feinentwurf des Textes und der Grafiken; Koordination der Inhalte mit dem Marketing und Grafikabteilung; Abnahme des Layouts und des Textes
89,930,English,Grob- und Feinentwurf des Textes und der Grafiken; Koordination der Inhalte mit dem Marketing und Grafikabteilung; Abnahme des Layouts und des Textes
89,931,German,"Teilnehmer befähigen, die Rolle als ScrumMaster im Unternehmen wahrnehmen zu können"
89,931,English,"Teilnehmer befähigen, die Rolle als ScrumMaster im Unternehmen wahrnehmen zu können"
89,932,German,"Mitarbeiter befähigen, strukturierte Anforderungsanalysen durchzuführen."
89,932,English,"Mitarbeiter befähigen, strukturierte Anforderungsanalysen durchzuführen."
89,933,German,"Teilnehmer befähigen, die Rolle als ScrumMaster im Unternehmen wahrnehmen zu können"
89,933,English,"Teilnehmer befähigen, die Rolle als ScrumMaster im Unternehmen wahrnehmen zu können"
89,934,English,Folgende Inhalte wurden erarbeitet:
,,,- Ziel: Mögliche Einbindung neuer Fachfunktionen aufzeigen
,,,- Beschreibung des Ist-Systems (Systemgrenzen und Vorbedingungen)
,,,- Schwachstellenanalyse: Vorhandene Funktionen analysieren
,,,- Sicherheit und Datenschutz
,,,- Zukünftige Entwicklung im Bereich Abgabenkonto
,,,- Bedarfsanalyse und wichtige Systemziele
,,,- Maßnahmenvorschläge
,,,- Kostenschätzung
89,934,German,Folgende Inhalte wurden erarbeitet:
,,,- Ziel: Mögliche Einbindung neuer Fachfunktionen aufzeigen
,,,- Beschreibung des Ist-Systems (Systemgrenzen und Vorbedingungen)
,,,- Schwachstellenanalyse: Vorhandene Funktionen analysieren
,,,- Sicherheit und Datenschutz
,,,- Zukünftige Entwicklung im Bereich Abgabenkonto
,,,- Bedarfsanalyse und wichtige Systemziele
,,,- Maßnahmenvorschläge
,,,- Kostenschätzung
89,935,German,"Spezifikation erstellen; Stakeholder identifizieren und befragen; Umfeld- und Kontextanalyse; Akteure identifizieren; Geschäftsprozesse und -anwendungsfälle aufnehmen; Anwendungsfälle auswählen und mit UML sowie Text dokumentieren; Risiken und Vorgehensweisen für die Einführung des Produktes erarbeiten; Mitarbeiter befähigen, strukturierte Anforderungsanalysen durchzuführen."
89,935,English,"Spezifikation erstellen; Stakeholder identifizieren und befragen; Umfeld- und Kontextanalyse; Akteure identifizieren; Geschäftsprozesse und -anwendungsfälle aufnehmen; Anwendungsfälle auswählen und mit UML sowie Text dokumentieren; Risiken und Vorgehensweisen für die Einführung des Produktes erarbeiten; Mitarbeiter befähigen, strukturierte Anforderungsanalysen durchzuführen."
89,936,English,Verwalten der Ablage; Erstellung der Dokumente zu den Meilensteine
89,936,German,Verwalten der Ablage; Erstellung der Dokumente zu den Meilensteine
89,937,English,Abweichungen zwischen Dokumentation und Software erkennen; Datengrundlagen für die Nachdokumentation schaffen; Kommunikation zu den entsprechenden Fachabteilungen herstellen; Erweiterungen und Anpassungen in der Dokumentation festhalten.
89,937,German,Abweichungen zwischen Dokumentation und Software erkennen; Datengrundlagen für die Nachdokumentation schaffen; Kommunikation zu den entsprechenden Fachabteilungen herstellen; Erweiterungen und Anpassungen in der Dokumentation festhalten.
89,938,English,Schulung von 5 Teams in der Methodik Scrum; Schulung eines Product Owner-Teams für die Erstellung der Produktfeatureliste nach Scrum; Begleitung der Planungs- und Abschlussmeetings; Coaching der einzelnen Scrum Rollen
89,938,German,Schulung von 5 Teams in der Methodik Scrum; Schulung eines Product Owner-Teams für die Erstellung der Produktfeatureliste nach Scrum; Begleitung der Planungs- und Abschlussmeetings; Coaching der einzelnen Scrum Rollen
89,939,English,"Schulung einer Personengruppe zum Thema ""Continuous Integration und Scrum""; Erklärung der Scrum Grundregeln; Erklärung der Vergehensweise bei Continuous Integration in Scrum"
89,939,German,"Schulung einer Personengruppe zum Thema ""Continuous Integration und Scrum""; Erklärung der Scrum Grundregeln; Erklärung der Vergehensweise bei Continuous Integration in Scrum"
90,940,English,Implementierung einzelner Workflow-Schritte
90,940,German,Implementierung einzelner Workflow-Schritte
90,940,English,Integration mit existierenden Applikationen
90,940,German,Integration mit existierenden Applikationen
90,940,English,Zusammenarbeit mit einem indischen Entwicklungsteam
90,940,German,Zusammenarbeit mit einem indischen Entwicklungsteam
90,940,English,Berücksichtigung der FDA Compliance
90,940,German,Berücksichtigung der FDA Compliance
90,941,English,Requirements Engineering
90,941,German,Requirements Engineering
90,941,English,Definition der Software Architekur
90,941,German,Definition der Software Architekur
90,941,English,Betreuung von 2 Praktikanten
90,941,German,Betreuung von 2 Praktikanten
90,941,English,Berücksichtigung der FDA Compliance
90,941,German,Berücksichtigung der FDA Compliance
90,942,English,Requirements Engineering
90,942,German,Requirements Engineering
90,942,English,Definition der Software Architektur
90,942,German,Definition der Software Architektur
90,942,English,Durchführung von internen Schulungen
90,942,German,Durchführung von internen Schulungen
90,943,English,Integration von DirectX in die Basis-Architektur und Ablösung von GDI als Rendering-Engine
90,943,German,Integration von DirectX in die Basis-Architektur und Ablösung von GDI als Rendering-Engine
90,943,English,Implementierung eines Video Decoders und Players
90,943,German,Implementierung eines Video Decoders und Players
90,943,English,"Betreuung eines Praktikanten (Schwerpunkt: 3-D Rendering, u.a. Volume-, Isosurface-, Mesh-Rendering)"
90,943,German,"Betreuung eines Praktikanten (Schwerpunkt: 3-D Rendering, u.a. Volume-, Isosurface-, Mesh-Rendering)"
90,944,English,Kommunikation mit Übersetzern (externe Firma)
90,944,German,Kommunikation mit Übersetzern (externe Firma)
90,944,English,Unterstützung des Qualitätssicherungsteams
90,944,German,Unterstützung des Qualitätssicherungsteams
90,944,English,Unterstützung des Deploymentteams bei der Ausarbeitung von Installationskonzepten
90,944,German,Unterstützung des Deploymentteams bei der Ausarbeitung von Installationskonzepten
90,944,English,Bugfixing
90,944,German,Bugfixing
90,945,English,"Anbindung verschiedener Infrastruktur Services (u.a. Benutzer Authentifizierung, Logging)"
90,945,German,"Anbindung verschiedener Infrastruktur Services (u.a. Benutzer Authentifizierung, Logging)"
90,945,English,Implementierung der Datenbank-Schicht
90,945,German,Implementierung der Datenbank-Schicht
90,945,English,Bereitstellung diverser UI Funktionalitäten
90,945,German,Bereitstellung diverser UI Funktionalitäten
90,948,English,Portierung der bestehenden C++ Implementation auf J2EE.
90,948,German,Portierung der bestehenden C++ Implementation auf J2EE.
90,948,English,"Erstellung eines modularen erweiterbaren Frameworks zur Administration und Überwachung heterogener, verteilter Service-Infrastrukturen."
90,948,German,"Erstellung eines modularen erweiterbaren Frameworks zur Administration und Überwachung heterogener, verteilter Service-Infrastrukturen."
90,950,English,Erstellen eines Event Systems
90,950,German,Erstellen eines Event Systems
90,950,English,Erarbeiten des Applikations-Designs
90,950,German,Erarbeiten des Applikations-Designs
90,950,English,Anbindung an das physikalische Gerät
90,950,German,Anbindung an das physikalische Gerät
90,950,English,Erstellen des User Interfaces
90,950,German,Erstellen des User Interfaces
90,950,English,"Feasibilty Studies: Einsatz des Entity Frameworks, service-orientierte Architektur"
90,950,German,"Feasibilty Studies: Einsatz des Entity Frameworks, service-orientierte Architektur"
90,951,English,Implementation
90,951,English,Ansprechsperson für Design und Architektur
166,952,German,Ausarbeiten der gesamten Schulungsunterlagen im Bereich Office Integration und DMS
166,952,German,Change Management: Als Mitglied im Team Innovation zuständig für das Erkennen und Umsetzen von Verbesserungspotentialen
166,953,German,Screendesign und Lo-Fi Prototyping
166,954,German,Erstellung des Qualitätsmanagementplans und Umsetzung der erforderlichen qualitätssichernden Massnahmen
166,954,German,Erstellen und Durchführen von Prüfungen während dem Entwicklungsprozess zur Verbesserung der Qualität des Produktes
166,954,German,Erstellen von Prüfvorschriften und deren Integration in den Fertigungsprozess zur Sicherstellung der Serienqualität
166,954,German,Leitung und Koordination von Abnahmetätigkeiten
166,955,German,Verantwortung für den Betrieb der gesamten internen IT-Infrastruktur
166,955,German,"Planung, Koordination, Umsetzung von diversen internen Infrastrukturprojekten."
166,955,German,Ausarbeiten und Umsetzen eines firmenweiten Sicherheitskonzepts
166,956,German,Planung und Koordination des Teilprojektes und Stellvertretung der GPL
166,958,German,Sarbanes Oxley (SOX): Implementierung der General IT Controls (IKS) in die Betriebsprozesse sowie Management Audit der Operating Effectiveness
166,958,German,Analyse und Re-Design der IT-Betriebsorganisation einer Fachhochschule
166,958,German,"Finanzielles und operatives Projektcontrolling, Unterstützung der Gesamtprojektleitung sowie Ausarbeitung des Einführungskonzepts in einem Grossprojekt vom Bund"
166,958,German,Erfassen und Dokumentieren der funktionalen Anforderungen an die GEVER-Lösung sowie Erstellen einer Referenzdokumentation
166,958,German,"Anforderungsanalyse, Produktevaluation und Einführung einer neuen Collaboration Plattform"
166,958,German,Ausarbeitung von WTO-Pflichtenheften
166,958,German,Zuständig für das Projektoffice in verschiedenen Projekten
92,959,English,Leitung der IT Entwicklung im Geldverkehr und Finanzierung
92,959,German,Leitung der IT Entwicklung im Geldverkehr und Finanzierung
92,959,English,"Unterstützung des Fachbereichs bezüglich Fachanforderungen, sowie Analyse und Review von Fachanforderungen"
92,959,German,"Unterstützung des Fachbereichs bezüglich Fachanforderungen, sowie Analyse und Review von Fachanforderungen"
92,959,English,Mitarbeiterführung in der Linie von 6 internen und zwischen 14 und 22 externen Mitarbeiter
92,959,German,Mitarbeiterführung in der Linie von 6 internen und zwischen 14 und 22 externen Mitarbeiter
92,959,English,Fachliche Führung von vier Chefentwicklern
92,959,German,Fachliche Führung von vier Chefentwicklern
92,959,English,Führung des 3rd-Level-Supportteams
92,959,German,Führung des 3rd-Level-Supportteams
