PersonId,KnowHowId,KnowHow,Category,Subcategory,
193,3611,MS Access,Technologies,Databases,
193,3731,MS Office,Technologies,Tools,
193,3460,J2EE,Technologies,Packages,
193,3462,Swing,Technologies,Packages,
193,3271,MS Project,Technologies,Tools,
193,3262,Pascal,Technologies,Programming languages,
193,3252,HTML,Technologies,Programming languages,
193,3260,Java,Technologies,Programming languages,
193,4931,Wholesale,Industries,NULL,
193,5249,Rational Unified Process (RUP),Methods/Processes,NULL,
193,5889,Retail,Industries,NULL,
194,4895,Interativ incremental models,Methods/Processes,NULL,
194,4893,"SW development analysis, testing",Functions,NULL,
194,4897,Java EE,Technologies,Programming languages,
194,4655,Android,Technologies,Operating Systems,
194,4624,JPA,Technologies,Packages,
194,4242,CORBA,Technologies,Networks/Protocols,
194,4266,HTTPS,Technologies,Networks/Protocols,
194,4323,Cryptography,Technologies,Networks/Protocols,
194,3260,Java,Technologies,Programming languages,
194,3258,C#,Technologies,Programming languages,
194,3252,HTML,Technologies,Programming languages,
194,3253,XML,Technologies,Programming languages,
194,3263,SQL,Technologies,Programming languages,
194,3462,Swing,Technologies,Packages,
194,3392,JSF,Technologies,Programming languages,
194,3339,XHTML,Technologies,Programming languages,
194,3311,ActionScript,Technologies,Programming languages,
194,3608,MySQL,Technologies,Databases,
194,3469,RMI,Technologies,Packages,
194,3471,JDBC,Technologies,Packages,
194,3700,Eclipse,Technologies,Tools,
194,3686,Subversion (SVN),Technologies,Tools,
194,3690,Visual Studio,Technologies,Tools,
194,3839,NetBeans,Technologies,Tools,
194,4088,Macromedia Flash,Technologies,Tools,
194,4233,TCP/IP,Technologies,Networks/Protocols,
194,4234,UDP,Technologies,Networks/Protocols,
194,4232,HTTP,Technologies,Networks/Protocols,
194,918,Waterfall,Methods/Processes,NULL,
194,919,V-Model,Methods/Processes,NULL,
194,3250,C,Technologies,Programming languages,
194,3115,Windows 7,Technologies,Operating Systems,
194,3100,Windows Vista,Technologies,Operating Systems,
194,3099,Windows XP,Technologies,Operating Systems,
194,2281,UML,Methods/Processes,NULL,
195,2281,UML,Methods/Processes,NULL,
195,2121,IIS,Technologies,Networks/Protocols,
195,2327,Enterprise Architect,Technologies,Tools,
195,2320,MVVM pattern,Technologies,Other,
195,1414,Iterative Model,Methods/Processes,NULL,
195,3107,MS Windows,Technologies,Operating Systems,
195,823,Unit testing,Methods/Processes,NULL,
195,1008,Test cases,Methods/Processes,NULL,
195,764,OOP,Methods/Processes,NULL,
195,731,Scrum,Methods/Processes,NULL,
195,675,"Analysis, design and implementation of an OO software applications",Methods/Processes,NULL,
195,9,Industry,Industries,NULL,
195,281,Sub-project leader,Functions,NULL,
195,355,Software Developer,Functions,NULL,
195,4233,TCP/IP,Technologies,Networks/Protocols,
195,3839,NetBeans,Technologies,Tools,
195,3858,MS Visual Studio 2008,Technologies,Tools,
195,3916,MS Visual SourceSafe,Technologies,Tools,
195,3690,Visual Studio,Technologies,Tools,
195,3614,MS SQL Server,Technologies,Databases,
195,3609,Oracle,Technologies,Databases,
195,3478,WCF,Technologies,Packages,
195,3557,Unity,Technologies,Packages,
195,3351,XAML,Technologies,Programming languages,
195,3267,JavaScript,Technologies,Programming languages,
195,3253,XML,Technologies,Programming languages,
195,3252,HTML,Technologies,Programming languages,
195,3258,C#,Technologies,Programming languages,
195,3260,Java,Technologies,Programming languages,
195,4758,Entity Framework,Technologies,Packages,
195,4935,Customer service representative,Functions,NULL,
195,7009,ASP.NET,Technologies,Packages,
195,9117,Buildmaster,Functions,NULL,
195,8789,"TFS,HPQC",Technologies,Tools,
195,8437,.NET 4.0,Technologies,Programming languages,
195,10371,Microsoft Team Foundation Server (TFS),Technologies,Tools,
197,10371,Microsoft Team Foundation Server (TFS),Technologies,Tools,
197,9720,Installation Qualification-Operational Qualification,Methods/Processes,NULL,
197,9723,Build Master,Functions,NULL,
197,9724,Test Architect,Functions,NULL,
197,9717,Balsamiq Mockups,Technologies,Tools,
197,8789,"TFS,HPQC",Technologies,Tools,
197,8984,MS Visual Studio 2013,Technologies,Tools,
197,8378,.NET Framework 4.0  ,Technologies,Tools,
197,6897,MS Visual Studio 2012,Technologies,Tools,
197,6928,VB 6.0,Technologies,Programming languages,
197,5783,Hyper-V,Technologies,Tools,
197,5692,Oracle SQL Developer,Technologies,Tools,
197,6505,msTest,Technologies,Packages,
197,4943,AqTime,Methods/Processes,NULL,
197,4943,AqTime,Methods/Processes,NULL,
197,4912,Batch Scripts,Technologies,Programming languages,
197,4939,Test specification,Functions,NULL,
197,4940,Performance Analyst,Functions,NULL,
197,4941,APF,Technologies,Networks/Protocols,
197,4942,Perforce,Technologies,Tools,
197,5043,XAML (WPF),Technologies,Programming languages,
197,5047,MsBuild,Technologies,Tools,
197,5174,MS Test Manager,Technologies,Tools,
197,5172,Food supplement,Industries,NULL,
197,5112,Jni,Technologies,Programming languages,
197,5228,TFS Team Build,Technologies,Tools,
197,5314,DevArt dotConnect for Oracle,Technologies,Packages,
197,4781,Integration testing,Methods/Processes,NULL,
197,4638,SAMBA,Technologies,Databases,
197,4607,Flash,Technologies,Programming languages,
197,4543,Scrum Master,Functions,NULL,
197,3260,Java,Technologies,Programming languages,
197,3258,C#,Technologies,Programming languages,
197,3258,C#,Technologies,Programming languages,
197,3253,XML,Technologies,Programming languages,
197,3267,JavaScript,Technologies,Programming languages,
197,3263,SQL,Technologies,Programming languages,
197,3266,ASP,Technologies,Packages,
197,3337,Objective-C,Technologies,Programming languages,
197,3463,STL,Technologies,Packages,
197,3452,Shell Scripting,Technologies,Programming languages,
197,3416,WCF RIA Services,Technologies,Packages,
197,3428,Regular Expressions,Technologies,Programming languages,
197,3553,Virtualization,Technologies,Packages,
197,3519,ASP.NET 3.5,Technologies,Packages,
197,3591,LINQ,Technologies,Packages,
197,3560,Boost,Technologies,Packages,
197,3478,WCF,Technologies,Packages,
197,3480,WPF,Technologies,Packages,
197,3505,AJAX,Technologies,Packages,
197,3520,jQuery,Technologies,Packages,
197,3593,MSTest (for Silverlight),Technologies,Packages,
197,3587,LINQ 2 SQL,Technologies,Packages,
197,3614,MS SQL Server,Technologies,Databases,
197,3690,Visual Studio,Technologies,Tools,
197,3634,MS SQL Server 2008,Technologies,Databases,
197,3637,Oracle 11g,Technologies,Databases,
197,3712,MS Excel,Technologies,Tools,
197,3781,MS Visio,Technologies,Tools,
197,3716,UML 2.0,Methods/Processes,NULL,
197,3946,"Web technologies (HTML, CSS, RSS, AJAX, Zend Framework, Zend Developer, div. goo",Technologies,Tools,
197,3904,MS Visual Studio 2010,Technologies,Tools,
197,3861,nHibernate,Technologies,Tools,
197,3804,OOA/OOD mit UML,Methods/Processes,NULL,
197,4233,TCP/IP,Technologies,Networks/Protocols,
197,4193,MS Test Manager 2010,Technologies,Tools,
197,4168,Intel vTune,Technologies,Tools,
197,4108,nHibernate Profiler,Technologies,Tools,
197,4004,Object-oriented software development using .NET technologies,Technologies,Tools,
197,355,Software Developer,Functions,NULL,
197,316,Test Analyst,Functions,NULL,
197,301,Software Engineer,Functions,NULL,
197,300,Software Designer,Functions,NULL,
197,448,Test Designer,Functions,NULL,
197,26,Logistics,Industries,NULL,
197,69,Medical Technology,Industries,NULL,
197,136,Medicine industry,Industries,NULL,
197,111,Building and construction industry,Industries,NULL,
197,731,Scrum,Methods/Processes,NULL,
197,787,UI specifications,Methods/Processes,NULL,
197,1030,Design and development of software projects with c#.NET and Java,Methods/Processes,NULL,
197,1085,iSAQB® Certified Professional for Software Architecture,Methods/Processes,NULL,
197,823,Unit testing,Methods/Processes,NULL,
197,798,Process Improvement,Methods/Processes,NULL,
197,891,DB Design,Methods/Processes,NULL,
197,3098,Unix,Technologies,Operating Systems,
197,3103,Linux,Technologies,Operating Systems,
197,3051,Web development of the GUI with ASP.NET and AJAX,Technologies,Other,
197,3072,Visual Basic for Applications (VBA),Technologies,Programming languages,
197,2862,TFS + home brewed test technologies,Technologies,Other,
197,3115,Windows 7,Technologies,Operating Systems,
197,3128,Mac OS X,Technologies,Operating Systems,
197,3250,C,Technologies,Programming languages,
197,3169,Windows Server 2008,Technologies,Operating Systems,
197,3248,C++,Technologies,Programming languages,
197,1352,Regression-Testing,Methods/Processes,NULL,
197,1441,Software Testing,Methods/Processes,NULL,
197,1315,Continuous Integration,Methods/Processes,NULL,
197,1235,Build Automation,Methods/Processes,NULL,
197,1237,Test Automation,Methods/Processes,NULL,
197,1604,TMMI,Methods/Processes,NULL,
197,2601,Objective-C 2.0,Technologies,Programming languages,
197,2447,HP Quality Center 10,Technologies,Tools,
197,1999,ASP.NET Web Services,Technologies,Packages,
198,1096,Coaching of project managers,Methods/Processes,NULL,
198,1097,Project management in collaboration with external partners,Methods/Processes,NULL,
198,1098,Taskforce Management,Methods/Processes,NULL,
198,140,Banking,Industries,NULL,
198,232,Insurance,Industries,NULL,
198,30,Investment banking,Industries,NULL,
198,17,Financial accounting,Industries,NULL,
198,393,"Training of project manager (education, workshop and coaching)",Functions,NULL,
198,3893,Soft skills: project and people management,Technologies,Tools,
198,3890,"Evaluation, procurement and implementation of standard software",Technologies,Tools,
198,3891,Managing software development projects,Technologies,Tools,
198,4956,Program management,Methods/Processes,NULL,
198,5989,Construction and management of interdisciplinary project teams.,Methods/Processes,NULL,
198,5990,"Compliance with the budget, time, scope and quality guidelines.",Methods/Processes,NULL,
199,6203,Analyst,Functions,NULL,
199,5564,Visual Facilitation,Methods/Processes,NULL,
199,6979,Project methodology waterfall,Methods/Processes,NULL,
199,7264,Security industry,Industries,NULL,
199,4993,Heuristic evaluation (usability evaluation),Methods/Processes,NULL,
199,4985,Observation-interview,Methods/Processes,NULL,
199,4986,Grounded Theory,Methods/Processes,NULL,
199,4997,Workshopmoderator,Functions,NULL,
199,4998,Protocol Guide,Functions,NULL,
199,5001,SPSS Statistics,Technologies,Tools,
199,5004,Usability consultant,Functions,NULL,
199,5006,Electronic data collection and analysis (statistics),Methods/Processes,NULL,
199,5008,F4 (audio transcription),Technologies,Tools,
199,5009,Audio transcription,Methods/Processes,NULL,
199,5003,Test lead usability testing,Functions,NULL,
199,5012,Presentation (PowerPoint; Poster),Methods/Processes,NULL,
199,4891,Content analysis,Methods/Processes,NULL,
199,5167,IT project manager,Functions,NULL,
199,5149,Evaluator,Functions,NULL,
199,5151,Labour analyst,Functions,NULL,
199,5377,Agile methods,Methods/Processes,NULL,
199,7850,Organizational and process consultants,Functions,NULL,
199,8007,Process consulting,Methods/Processes,NULL,
199,7922,Product Owner,Functions,NULL,
199,9079,Axure Professional 7.0,Technologies,Tools,
199,8431,Definition of acceptance criteria,Functions,NULL,
199,8433,Submit an offer,Methods/Processes,NULL,
199,8434,LoFi Prototyping,Methods/Processes,NULL,
199,8428,Profitability calculation,Methods/Processes,NULL,
199,9717,Balsamiq Mockups,Technologies,Tools,
199,9707,Paper Prototyping,Methods/Processes,NULL,
199,9683,Atlassian Confluence & Jira,Technologies,Tools,
199,10371,Microsoft Team Foundation Server (TFS),Technologies,Tools,
199,9960,Bahninfrastruktur,Industries,NULL,
199,9954,Abnahmekriterien,Methods/Processes,NULL,
199,9955,HiFi Prototyping,Methods/Processes,NULL,
199,9957,Draw.io for Confluence Server  (Diagramly),Technologies,Tools,
199,3992,MS Office ,Technologies,Tools,
199,3834,MS SharePoint,Technologies,Tools,
199,3740,Sparx Enterprise Architect,Technologies,Tools,
199,274,Team Leader,Functions,NULL,
199,280,Project Lead,Functions,NULL,
199,9,Industry,Industries,NULL,
199,39,Services,Industries,NULL,
199,26,Logistics,Industries,NULL,
199,92,Public administration,Industries,NULL,
199,221,Mechanical engineering,Industries,NULL,
199,195,Electronics,Industries,NULL,
199,258,Business Analyst,Functions,NULL,
199,140,Banking,Industries,NULL,
199,153,IT,Industries,NULL,
199,107,Public transport,Industries,NULL,
199,1092,Project framework of customers on HERMES,Methods/Processes,NULL,
199,1169,Stakeholder analysis & management,Methods/Processes,NULL,
199,1213,Risk Analysis,Methods/Processes,NULL,
199,989,Observation,Methods/Processes,NULL,
199,1011,Usability-Tests,Methods/Processes,NULL,
199,1006,User stories,Methods/Processes,NULL,
199,815,Usability Workshops,Methods/Processes,NULL,
199,757,Interviews,Methods/Processes,NULL,
199,755,HERMES,Methods/Processes,NULL,
199,731,Scrum,Methods/Processes,NULL,
199,685,Workshop moderation,Methods/Processes,NULL,
199,644,Feasibility study,Methods/Processes,NULL,
199,698,Project management,Methods/Processes,NULL,
199,1479,Requirements specification (recording all requirements in natural language),Methods/Processes,NULL,
199,1465,"UML (use case, class, sequence, and activity diagrams)",Methods/Processes,NULL,
199,1682,GUI Mockups,Methods/Processes,NULL,
200,1676,Requirements analysis & specification,Methods/Processes,NULL,
200,1667,product management,Methods/Processes,NULL,
200,1485,Quality Assurance,Methods/Processes,NULL,
200,1536,Conflict Management,Methods/Processes,NULL,
200,1299,Test Driven Development,Methods/Processes,NULL,
200,1283,Structured analysis,Methods/Processes,NULL,
200,1875,Project management/project management/organization,Other,NULL,
200,2281,UML,Methods/Processes,NULL,
200,2343,MS SourceSafe,Technologies,Tools,
200,3250,C,Technologies,Programming languages,
200,3115,Windows 7,Technologies,Operating Systems,
200,3099,Windows XP,Technologies,Operating Systems,
200,3103,Linux,Technologies,Operating Systems,
200,698,Project management,Methods/Processes,NULL,
200,716,ITIL,Methods/Processes,NULL,
200,687,Design Patterns,Methods/Processes,NULL,
200,642,Requirements Engineering,Methods/Processes,NULL,
200,731,Scrum,Methods/Processes,NULL,
200,746,Workshops,Methods/Processes,NULL,
200,757,Interviews,Methods/Processes,NULL,
200,766,Test Management,Methods/Processes,NULL,
200,765,Change Management,Methods/Processes,NULL,
200,804,Stakeholder Management,Methods/Processes,NULL,
200,823,Unit testing,Methods/Processes,NULL,
200,920,Project teams management,Methods/Processes,NULL,
200,960,Reviews,Methods/Processes,NULL,
200,1055,Agile Software Development,Methods/Processes,NULL,
200,1189,Usability Engineering,Methods/Processes,NULL,
200,1162,MVC Pattern,Methods/Processes,NULL,
200,107,Public transport,Industries,NULL,
200,139,Defence,Industries,NULL,
200,183,Electronics- and Watchmaker-Industries,Industries,NULL,
200,69,Medical Technology,Industries,NULL,
200,62,Arms industry,Industries,NULL,
200,39,Services,Industries,NULL,
200,9,Industry,Industries,NULL,
200,280,Project Lead,Functions,NULL,
200,281,Sub-project leader,Functions,NULL,
200,355,Software Developer,Functions,NULL,
200,448,Test Designer,Functions,NULL,
200,3755,MATLAB,Technologies,Tools,
200,3737,.NET,Technologies,Packages,
200,3731,MS Office,Technologies,Tools,
200,3700,Eclipse,Technologies,Tools,
200,3686,Subversion (SVN),Technologies,Tools,
200,3609,Oracle,Technologies,Databases,
200,3858,MS Visual Studio 2008,Technologies,Tools,
200,3847,LaTeX,Technologies,Tools,
200,3820,IBM WebSphere,Technologies,Tools,
200,3767,NUnit,Technologies,Tools,
200,3970,Joomla! CMS,Technologies,Tools,
200,3919,Simulink,Technologies,Tools,
200,3913,Adobe Photoshop,Technologies,Tools,
200,3904,MS Visual Studio 2010,Technologies,Tools,
200,4042,Atlassian JIRA,Technologies,Tools,
200,4118,TeamCity,Technologies,Tools,
200,4117,Resharper,Technologies,Tools,
200,4207,Adobe Dreamweaver,Technologies,Tools,
200,4232,HTTP,Technologies,Networks/Protocols,
200,4233,TCP/IP,Technologies,Networks/Protocols,
200,4240,SOAP,Technologies,Networks/Protocols,
200,4239,Ethernet,Technologies,Networks/Protocols,
200,4227,Microsoft Test Manager,Technologies,Tools,
200,3494,WebServices,Technologies,Packages,
200,3591,LINQ,Technologies,Packages,
200,3334,VHDL,Technologies,Programming languages,
200,3254,Assembler,Technologies,Programming languages,
200,3211,Embedded Linux,Technologies,Operating Systems,
200,3263,SQL,Technologies,Programming languages,
200,3271,MS Project,Technologies,Tools,
200,3253,XML,Technologies,Programming languages,
200,3258,C#,Technologies,Programming languages,
200,3260,Java,Technologies,Programming languages,
200,3260,Java,Technologies,Programming languages,
200,9873,TFS,Technologies,Tools,
200,9423,Ressourcenmanagement,Methods/Processes,NULL,
200,9386,Lieferanten Management,Methods/Processes,NULL,
200,10757,Sicherheitsbranche,Industries,NULL,
200,10758,Deploymentmanagement,Methods/Processes,NULL,
200,10759,Message Broker,Technologies,Tools,
200,10760,IBM Maximo,Technologies,Tools,
200,10761,IT-Prozessanalyse SCRUM,Methods/Processes,NULL,
200,10762,Nutzfahrzeugindustrie,Industries,NULL,
200,10661,Websphere,Technologies,Tools,
200,11378,IBM Integration Bus 9 (IIB9),Technologies,Tools,
200,11380,WebSphere Message Broker 7 (WMB7),Technologies,Tools,
200,11381,IBM InfoSphere (MDM),Technologies,Tools,
200,8427,.Net Framework 4.5,Technologies,Tools,
200,9138,Application Manager,Functions,NULL,
200,9167,Kompaniekommandant,Functions,NULL,
200,9168,nunit.net,Technologies,Packages,
200,9169,XUnit,Technologies,Tools,
200,8890,Softwareentwickler,Functions,NULL,
200,7922,Product Owner,Functions,NULL,
200,8074,Management techniques ,Methods/Processes,NULL,
200,8378,.NET Framework 4.0  ,Technologies,Tools,
200,8377,.NET Framework 3.5,Technologies,Tools,
200,8362,Simulation and training systems,Industries,NULL,
200,5402,Acceptance and Approvaltests,Methods/Processes,NULL,
200,5270,CCNA Module 1 & 2,Technologies,Networks/Protocols,
200,5229,Hardware Developer,Functions,NULL,
200,5303,8051 Microcontroller,Technologies,Other,
200,5203,Microelectronic,Industries,NULL,
200,5205,Communication technology,Technologies,Other,
200,5206,Digital Signal Processing,Technologies,Other,
200,5207,Cyclone FPGA,Technologies,Other,
200,5208,Mentor Graphics Expedition,Technologies,Tools,
200,5030,Development of hardware and software systems in the area of embedded systems,Functions,NULL,
200,5031,"Create technical specifications, and product documentation",Functions,NULL,
200,5026,ARM Cortex M3,Technologies,Other,
200,5027,Quartus,Methods/Processes,NULL,
200,5028,Questasim,Methods/Processes,NULL,
200,5029,Free RTOS,Technologies,Operating Systems,
200,5088,Kanban,Methods/Processes,NULL,
200,4681,Pharmaceutical industry,Industries,NULL,
200,4754,VB.NET,Technologies,Programming languages,
200,4781,Integration testing,Methods/Processes,NULL,
200,4336,RS232,Technologies,Networks/Protocols,
200,4238,CAN,Technologies,Networks/Protocols,
200,4241,WSDL,Technologies,Networks/Protocols,
200,6998,xUnit.net,Technologies,Packages,
200,7004,Test Manager (SW/HW),Functions,NULL,
200,7044,Problem and incident management,Methods/Processes,NULL,
200,6897,MS Visual Studio 2012,Technologies,Tools,
200,6895,FluentAssertions,Technologies,Tools,
200,6891,.NET 4.5,Technologies,Packages,
200,6676,Nearshoring,Methods/Processes,NULL,
200,6810,Coding Dojo,Methods/Processes,NULL,
200,5621,Product Manager,Functions,NULL,
200,5854,Bug tracking,Methods/Processes,NULL,
200,5805,Structural design ,Methods/Processes,NULL,
200,5966,MS Dynamics CRM,Technologies,Tools,
200,6059,Standardisation in Lab Automation (SiLA),Technologies,Other,
201,5564,Visual Facilitation,Methods/Processes,NULL,
201,5299,"Customer Acquisition, Customer Retention",Methods/Processes,NULL,
201,5294,Vensim PLE (Simulationstool),Technologies,Tools,
201,5295,Strategic Marketing,Methods/Processes,NULL,
201,5296,International Marketing,Methods/Processes,NULL,
201,5297,Product Innovation Management,Methods/Processes,NULL,
201,5292,Messerli CAD 400,Technologies,Tools,
201,5293,System Theory,Methods/Processes,NULL,
201,7922,Product Owner,Functions,NULL,
201,7490,Community Manager,Functions,NULL,
201,9079,Axure Professional 7.0,Technologies,Tools,
201,9274,Appreciative Inquiry,Methods/Processes,NULL,
201,11960,Requirements Engineer,Functions,NULL,
201,10165,"Agile Methoden (SCRUM, Kanban)",Methods/Processes,NULL,
201,10380,Project Manager,Functions,NULL,
201,3253,XML,Technologies,Programming languages,
201,3252,HTML,Technologies,Programming languages,
201,3271,MS Project,Technologies,Tools,
201,3310,CSS,Technologies,Programming languages,
201,4042,Atlassian JIRA,Technologies,Tools,
201,4046,Business Process Model and Notation (BPMN),Methods/Processes,NULL,
201,3992,MS Office ,Technologies,Tools,
201,3834,MS SharePoint,Technologies,Tools,
201,3740,Sparx Enterprise Architect,Technologies,Tools,
201,3781,MS Visio,Technologies,Tools,
201,392,Project Management Office,Functions,NULL,
201,280,Project Lead,Functions,NULL,
201,69,Medical Technology,Industries,NULL,
201,92,Public administration,Industries,NULL,
201,80,IT service,Industries,NULL,
201,258,Business Analyst,Functions,NULL,
201,107,Public transport,Industries,NULL,
201,1011,Usability-Tests,Methods/Processes,NULL,
201,835,Business Analysis,Methods/Processes,NULL,
201,745,Workshop Facilitation,Methods/Processes,NULL,
201,755,HERMES,Methods/Processes,NULL,
201,658,Interviewing techniques,Methods/Processes,NULL,
201,685,Workshop moderation,Methods/Processes,NULL,
201,647,SOPHIST REgelwerk,Methods/Processes,NULL,
201,713,Presentation Techniques,Methods/Processes,NULL,
201,698,Project management,Methods/Processes,NULL,
201,3107,MS Windows,Technologies,Operating Systems,
201,3072,Visual Basic for Applications (VBA),Technologies,Programming languages,
201,2882,Confluence,Technologies,Tools,
201,2281,UML,Methods/Processes,NULL,
201,1667,product management,Methods/Processes,NULL,
201,1709,Event-driven Process Chain (EPC),Methods/Processes,NULL,
202,2281,UML,Methods/Processes,NULL,
202,2327,Enterprise Architect,Technologies,Tools,
202,2320,MVVM pattern,Technologies,Other,
202,3099,Windows XP,Technologies,Operating Systems,
202,3100,Windows Vista,Technologies,Operating Systems,
202,3115,Windows 7,Technologies,Operating Systems,
202,3105,Windows NT,Technologies,Operating Systems,
202,3102,Windows 98,Technologies,Operating Systems,
202,3101,Windows 95,Technologies,Operating Systems,
202,3109,Windows 2000,Technologies,Operating Systems,
202,3104,MS-DOS,Technologies,Operating Systems,
202,687,Design Patterns,Methods/Processes,NULL,
202,731,Scrum,Methods/Processes,NULL,
202,355,Software Developer,Functions,NULL,
202,424,Software Architect,Functions,NULL,
202,3593,MSTest (for Silverlight),Technologies,Packages,
202,3686,Subversion (SVN),Technologies,Tools,
202,3690,Visual Studio,Technologies,Tools,
202,3847,LaTeX,Technologies,Tools,
202,3842,Log4Net,Technologies,Packages,
202,3767,NUnit,Technologies,Tools,
202,4117,Resharper,Technologies,Tools,
202,4090,Wiki,Technologies,Tools,
202,4182,Hudson,Technologies,Tools,
202,3278,PHP Version 4,Technologies,Programming languages,
202,3252,HTML,Technologies,Programming languages,
202,3253,XML,Technologies,Programming languages,
202,3258,C#,Technologies,Programming languages,
202,7922,Product Owner,Functions,NULL,
202,5039,Machine industry,Industries,NULL,
202,5047,MsBuild,Technologies,Tools,
202,5043,XAML (WPF),Technologies,Programming languages,
202,5041,Iterativ (RUP),Methods/Processes,NULL,
202,5049,SketchFlow,Technologies,Tools,
202,5048,NAnt,Technologies,Tools,
202,5173,FitNesse,Technologies,Tools,
202,5046,Jenkins,Technologies,Tools,
202,5950,Mercurial,Technologies,Other,
203,5221,Business process management,Methods/Processes,NULL,
203,5249,Rational Unified Process (RUP),Methods/Processes,NULL,
203,5402,Acceptance and Approvaltests,Methods/Processes,NULL,
203,7922,Product Owner,Functions,NULL,
203,7790,Analysis of business processes ,Methods/Processes,NULL,
203,8284,HP ALM,Technologies,Tools,
203,9717,Balsamiq Mockups,Technologies,Tools,
203,3260,Java,Technologies,Programming languages,
203,3257,Python,Technologies,Programming languages,
203,4042,Atlassian JIRA,Technologies,Tools,
203,3690,Visual Studio,Technologies,Tools,
203,3740,Sparx Enterprise Architect,Technologies,Tools,
203,3755,MATLAB,Technologies,Tools,
203,3730,IBM Rational RequisitePro,Technologies,Tools,
203,3700,Eclipse,Technologies,Tools,
203,342,Test Engineer,Functions,NULL,
203,258,Business Analyst,Functions,NULL,
203,731,Scrum,Methods/Processes,NULL,
203,647,SOPHIST REgelwerk,Methods/Processes,NULL,
203,663,Use Cases,Methods/Processes,NULL,
203,638,Prototyping,Methods/Processes,NULL,
203,642,Requirements Engineering,Methods/Processes,NULL,
203,835,Business Analysis,Methods/Processes,NULL,
203,804,Stakeholder Management,Methods/Processes,NULL,
203,1032,Development of test cases and test scenarios from requirements,Methods/Processes,NULL,
203,1059,Requirements Management,Methods/Processes,NULL,
203,3109,Windows 2000,Technologies,Operating Systems,
203,3101,Windows 95,Technologies,Operating Systems,
203,3102,Windows 98,Technologies,Operating Systems,
203,3115,Windows 7,Technologies,Operating Systems,
203,3185,div. Linux,Technologies,Operating Systems,
203,3248,C++,Technologies,Programming languages,
203,3100,Windows Vista,Technologies,Operating Systems,
203,3099,Windows XP,Technologies,Operating Systems,
203,2281,UML,Methods/Processes,NULL,
203,1465,"UML (use case, class, sequence, and activity diagrams)",Methods/Processes,NULL,
203,1476,"Requirements analysis (customer surveys, workshop, brainstorming)",Methods/Processes,NULL,
203,1378,Business Process Modeling,Methods/Processes,NULL,
204,2281,UML,Methods/Processes,NULL,
204,642,Requirements Engineering,Methods/Processes,NULL,
204,766,Test Management,Methods/Processes,NULL,
204,258,Business Analyst,Functions,NULL,
204,253,Tester,Functions,NULL,
204,140,Banking,Industries,NULL,
204,80,IT service,Industries,NULL,
204,79,Pharma diagnosis,Industries,NULL,
204,343,Project Manager,Functions,NULL,
204,3694,IBM Rational ClearQuest,Technologies,Tools,
204,3731,MS Office,Technologies,Tools,
204,3730,IBM Rational RequisitePro,Technologies,Tools,
204,3721,XSLT,Technologies,Programming languages,
204,3692,HP Quality Center,Technologies,Tools,
204,3834,MS SharePoint,Technologies,Tools,
204,3263,SQL,Technologies,Programming languages,
204,3278,PHP Version 4,Technologies,Programming languages,
204,3271,MS Project,Technologies,Tools,
204,3267,JavaScript,Technologies,Programming languages,
204,3253,XML,Technologies,Programming languages,
204,3252,HTML,Technologies,Programming languages,
204,3310,CSS,Technologies,Programming languages,
204,3292,XPath,Technologies,Programming languages,
204,3303,XSL,Technologies,Programming languages,
204,5167,IT project manager,Functions,NULL,
204,5079,IDS Scheer ARIS,Technologies,Tools,
204,4573,Leitung IT Projekte,Other,NULL,
204,5807,"Project management in the areas of web development (RUP,  ILCM)",Methods/Processes,NULL,
204,5808,"Software development processes  (RUP, ILCM)",Methods/Processes,NULL,
205,7239,Financial ,Industries,NULL,
205,4276,SSL,Technologies,Networks/Protocols,
205,4314,SSH,Technologies,Networks/Protocols,
205,4314,SSH,Technologies,Networks/Protocols,
205,4298,"advanced knowledge in WirelessLan (802.11, 802.11b, 802.11a/g, Spectrum24)",Technologies,Networks/Protocols,
205,4472,OOD,Methods/Processes,NULL,
205,5165,Radius,Technologies,Networks/Protocols,
205,4802,3 Tier Architecture,Technologies,Other,
205,5249,Rational Unified Process (RUP),Methods/Processes,NULL,
205,3291,XSD,Technologies,Programming languages,
205,3310,CSS,Technologies,Programming languages,
205,3460,J2EE,Technologies,Packages,
205,3462,Swing,Technologies,Packages,
205,3379,EF,Technologies,Programming languages,
205,3591,LINQ,Technologies,Packages,
205,3542,Struts,Technologies,Packages,
205,3608,MySQL,Technologies,Databases,
205,3505,AJAX,Technologies,Packages,
205,3480,WPF,Technologies,Packages,
205,3481,WinForms,Technologies,Packages,
205,3478,WCF,Technologies,Packages,
205,3252,HTML,Technologies,Programming languages,
205,3253,XML,Technologies,Programming languages,
205,3260,Java,Technologies,Programming languages,
205,3258,C#,Technologies,Programming languages,
205,3267,JavaScript,Technologies,Programming languages,
205,3266,ASP,Technologies,Packages,
205,4217,JBoss Application Server,Technologies,Tools,
205,4240,SOAP,Technologies,Networks/Protocols,
205,3690,Visual Studio,Technologies,Tools,
205,3614,MS SQL Server,Technologies,Databases,
205,3716,UML 2.0,Methods/Processes,NULL,
205,3737,.NET,Technologies,Packages,
205,424,Software Architect,Functions,NULL,
205,549,Technical Project Leader,Functions,NULL,
205,355,Software Developer,Functions,NULL,
205,6,IT Security,Industries,NULL,
205,140,Banking,Industries,NULL,
