PersonId,ProjectId,KnowhowId,Knowhow,Category,SubCategory,
186,5545,3643,SQLite,Technologies,Databases,
186,5545,3737,.NET,Technologies,Packages,
186,5545,3351,XAML,Technologies,Programming languages,
186,5545,3480,WPF,Technologies,Packages,
186,5545,3478,WCF,Technologies,Packages,
186,5545,3258,C#,Technologies,Programming languages,
186,5546,3258,C#,Technologies,Programming languages,
186,5546,3478,WCF,Technologies,Packages,
186,5546,3614,MS SQL Server,Technologies,Databases,
186,5546,3737,.NET,Technologies,Packages,
186,5546,6928,VB 6.0,Technologies,Programming languages,
186,5642,4767,Windows Azure,Technologies,Tools,
186,5642,3737,.NET,Technologies,Packages,
186,5642,3643,SQLite,Technologies,Databases,
186,5642,3478,WCF,Technologies,Packages,
186,5642,3480,WPF,Technologies,Packages,
186,5642,3351,XAML,Technologies,Programming languages,
186,5642,3258,C#,Technologies,Programming languages,
186,6230,2320,MVVM pattern,Technologies,Other,
186,6230,731,Scrum,Methods/Processes,NULL,
186,6230,823,Unit testing,Methods/Processes,NULL,
186,6230,1999,ASP.NET Web Services,Technologies,Packages,
186,6230,1299,Test Driven Development,Methods/Processes,NULL,
186,6230,3351,XAML,Technologies,Programming languages,
186,6230,3480,WPF,Technologies,Packages,
186,6230,3478,WCF,Technologies,Packages,
186,6230,6897,MS Visual Studio 2012,Technologies,Tools,
186,6230,6895,FluentAssertions,Technologies,Tools,
186,6230,6633,MS SQL Server 2012,Technologies,Databases,
186,6230,10371,Microsoft Team Foundation Server (TFS),Technologies,Tools,
188,1698,4544,SWOT Analysis,Methods/Processes,NULL,
188,1698,4664,Portfolioanalyse,Technologies,Tools,
188,1698,3712,MS Excel,Technologies,Tools,
188,1698,3263,SQL,Technologies,Programming languages,
188,1699,638,Prototyping,Methods/Processes,NULL,
188,1699,3941,CAD,Technologies,Tools,
188,1700,3900,CMS,Technologies,Tools,
188,1700,3339,XHTML,Technologies,Programming languages,
188,1700,3505,AJAX,Technologies,Packages,
188,1700,3267,JavaScript,Technologies,Programming languages,
188,1700,3310,CSS,Technologies,Programming languages,
188,1700,3278,PHP Version 4,Technologies,Programming languages,
188,1700,3252,HTML,Technologies,Programming languages,
188,1701,3252,HTML,Technologies,Programming languages,
188,1701,3310,CSS,Technologies,Programming languages,
188,1701,3812,Lotus Notes,Technologies,Tools,
188,1701,4666,Tivoli Backup,Technologies,Tools,
188,1701,4248,WLAN,Technologies,Networks/Protocols,
188,1702,4668,Linden Scripting Language,Technologies,Tools,
188,1702,3941,CAD,Technologies,Tools,
188,1702,3913,Adobe Photoshop,Technologies,Tools,
189,1711,4118,TeamCity,Technologies,Tools,
189,1711,6086,OO-Development,Methods/Processes,NULL,
189,1711,3690,Visual Studio,Technologies,Tools,
189,1711,3258,C#,Technologies,Programming languages,
189,1711,2320,MVVM pattern,Technologies,Other,
189,1711,2281,UML,Methods/Processes,NULL,
189,1711,823,Unit testing,Methods/Processes,NULL,
189,1711,1430,Refactoring,Methods/Processes,NULL,
189,1711,8437,.NET 4.0,Technologies,Programming languages,
189,1711,7287,Infragistics GUI components,Technologies,Other,
189,1712,3686,Subversion (SVN),Technologies,Tools,
189,1712,3731,MS Office,Technologies,Tools,
189,1712,3895,Trac,Technologies,Tools,
189,1713,6086,OO-Development,Methods/Processes,NULL,
189,1713,3737,.NET,Technologies,Packages,
189,1713,3690,Visual Studio,Technologies,Tools,
189,1713,3721,XSLT,Technologies,Programming languages,
189,1713,2438,VSTO,Technologies,Other,
189,1713,2624,XSL :FO,Technologies,Programming languages,
189,1713,3258,C#,Technologies,Programming languages,
189,1713,3253,XML,Technologies,Programming languages,
189,1713,8793,Windows API,Technologies,Packages,
189,1715,8548,WSDL/SOAP,Technologies,Networks/Protocols,
189,1715,3253,XML,Technologies,Programming languages,
189,1715,3258,C#,Technologies,Programming languages,
189,1715,3291,XSD,Technologies,Programming languages,
189,1715,1958,Graphics Library,Technologies,Packages,
189,1715,837,GUI Prototyping,Methods/Processes,NULL,
189,1715,3690,Visual Studio,Technologies,Tools,
189,1715,3737,.NET,Technologies,Packages,
189,1715,4128,Altova XMLSpy,Technologies,Tools,
189,1715,4802,3 Tier Architecture,Technologies,Other,
189,1716,4802,3 Tier Architecture,Technologies,Other,
189,1716,4128,Altova XMLSpy,Technologies,Tools,
189,1716,6086,OO-Development,Methods/Processes,NULL,
189,1716,3690,Visual Studio,Technologies,Tools,
189,1716,3481,WinForms,Technologies,Packages,
189,1716,638,Prototyping,Methods/Processes,NULL,
189,1716,3291,XSD,Technologies,Programming languages,
189,1716,3258,C#,Technologies,Programming languages,
189,1716,3253,XML,Technologies,Programming languages,
189,1716,2281,UML,Methods/Processes,NULL,
189,1716,8548,WSDL/SOAP,Technologies,Networks/Protocols,
189,1716,7257,.NET 1.1,Technologies,Packages,
189,1716,7839,GUI Design,Methods/Processes,NULL,
189,1718,7257,.NET 1.1,Technologies,Packages,
189,1718,675,"Analysis, design and implementation of an OO software applications",Methods/Processes,NULL,
189,1718,1704,Business Analyse/Requirements Engineering,Methods/Processes,NULL,
189,1718,3481,WinForms,Technologies,Packages,
189,1718,3589,MS Office automation,Technologies,Packages,
189,1718,3690,Visual Studio,Technologies,Tools,
189,1719,3573,Java Swing,Technologies,Packages,
189,1719,3453,Java 2 EnterpriseEdition,Technologies,Programming languages,
189,1719,5284,UML modeling,Methods/Processes,NULL,
189,1719,7722,OO programming,Methods/Processes,NULL,
189,1719,8719,Java 3D API,Technologies,Packages,
189,1720,6217,Network ,Technologies,Other,
189,1720,7049,HP OpenView,Technologies,Other,
189,1720,3781,MS Visio,Technologies,Tools,
189,1721,1704,Business Analyse/Requirements Engineering,Methods/Processes,NULL,
189,1721,918,Waterfall,Methods/Processes,NULL,
189,1721,3252,HTML,Technologies,Programming languages,
189,1721,7839,GUI Design,Methods/Processes,NULL,
189,4446,8437,.NET 4.0,Technologies,Programming languages,
189,4446,7971,Coordination of international/distributed teams,Methods/Processes,NULL,
189,4446,8794,OpenXML SDK,Technologies,Packages,
189,4446,8984,MS Visual Studio 2013,Technologies,Tools,
189,4446,11661,TFS 2015,Technologies,Tools,
189,4446,3258,C#,Technologies,Programming languages,
189,4446,2435,Oracle SQL,Technologies,Databases,
189,4446,2433,Webservices and IIS,Technologies,Other,
189,4446,2320,MVVM pattern,Technologies,Other,
189,4446,2285,CruiseControl.NET,Technologies,Packages,
189,4446,2295,FarPoint Spread for WinForms 4.0 Library,Technologies,Packages,
189,4446,903,All documentation and communication in English,Methods/Processes,NULL,
189,4446,1055,Agile Software Development,Methods/Processes,NULL,
189,4446,1704,Business Analyse/Requirements Engineering,Methods/Processes,NULL,
189,4446,1575,development and design of parallel computing intensive applications,Methods/Processes,NULL,
189,4446,823,Unit testing,Methods/Processes,NULL,
189,4446,3842,Log4Net,Technologies,Packages,
189,4446,3686,Subversion (SVN),Technologies,Tools,
189,4446,3480,WPF,Technologies,Packages,
189,4446,5228,TFS Team Build,Technologies,Tools,
189,4446,5692,Oracle SQL Developer,Technologies,Tools,
189,4446,5691,dotTrace,Technologies,Tools,
189,4446,5690,Proprietary ORM (object relational mapper),Technologies,Packages,
189,4446,5669,Igloo Risk and Financial Software,Technologies,Packages,
189,4446,5647,EXCEL Automation,Technologies,Tools,
189,4446,4186,Git,Technologies,Tools,
189,4446,4101,Sybase PowerDesigner,Technologies,Tools,
189,4446,4117,Resharper,Technologies,Tools,
189,4446,3904,MS Visual Studio 2010,Technologies,Tools,
191,1877,3904,MS Visual Studio 2010,Technologies,Tools,
191,1877,5055,PostSharp,Technologies,Packages,
191,1877,5053,AOP,Technologies,Packages,
191,1877,5054,DIP,Technologies,Packages,
191,1877,2327,Enterprise Architect,Technologies,Tools,
191,1877,3258,C#,Technologies,Programming languages,
191,1877,8378,.NET Framework 4.0  ,Technologies,Tools,
191,1878,8378,.NET Framework 4.0  ,Technologies,Tools,
191,1878,3258,C#,Technologies,Programming languages,
191,1878,2327,Enterprise Architect,Technologies,Tools,
191,1878,5054,DIP,Technologies,Packages,
191,1878,5053,AOP,Technologies,Packages,
191,1878,5055,PostSharp,Technologies,Packages,
191,1878,3904,MS Visual Studio 2010,Technologies,Tools,
191,1878,3861,nHibernate,Technologies,Tools,
191,1878,3767,NUnit,Technologies,Tools,
191,1879,3737,.NET,Technologies,Packages,
191,1879,3478,WCF,Technologies,Packages,
191,1879,3481,WinForms,Technologies,Packages,
191,1879,3590,MS Enterprise Library,Technologies,Packages,
191,1879,3858,MS Visual Studio 2008,Technologies,Tools,
191,1879,5055,PostSharp,Technologies,Packages,
191,1879,5057,Internal procedure method,Methods/Processes,NULL,
191,1879,5059,VS Source Safe,Technologies,Packages,
191,1879,3258,C#,Technologies,Programming languages,
191,1879,1588,Pair programming,Methods/Processes,NULL,
191,1879,1055,Agile Software Development,Methods/Processes,NULL,
191,1880,1055,Agile Software Development,Methods/Processes,NULL,
191,1880,728,Service Oriented Architecture (SOA),Methods/Processes,NULL,
191,1880,3258,C#,Technologies,Programming languages,
191,1880,5061,Oracle 10gR2,Technologies,Packages,
191,1880,5060,Office Integration,Technologies,Packages,
191,1880,3858,MS Visual Studio 2008,Technologies,Tools,
191,1880,3949,Aspect Oriented Programming,Technologies,Tools,
191,1880,3590,MS Enterprise Library,Technologies,Packages,
191,1880,3481,WinForms,Technologies,Packages,
191,1880,3489,Infragistics,Technologies,Packages,
191,1880,3478,WCF,Technologies,Packages,
191,1880,3378,ASP.NET MVC,Technologies,Packages,
191,1880,3737,.NET,Technologies,Packages,
191,1881,3737,.NET,Technologies,Packages,
191,1881,3767,NUnit,Technologies,Tools,
191,1881,3828,MS Visual Studio 2005,Technologies,Tools,
191,1881,3481,WinForms,Technologies,Packages,
191,1881,3590,MS Enterprise Library,Technologies,Packages,
191,1881,5063,Interne Tools,Technologies,Packages,
191,1881,5059,VS Source Safe,Technologies,Packages,
191,1881,5057,Internal procedure method,Methods/Processes,NULL,
191,1881,3258,C#,Technologies,Programming languages,
191,1881,3221,Citrix,Technologies,Operating Systems,
191,1881,1055,Agile Software Development,Methods/Processes,NULL,
191,1882,5065,Active X- Scripts,Technologies,Packages,
191,1882,5066,Integration Services,Technologies,Packages,
191,1882,5067,SQL Server Enterprise Manager,Technologies,Packages,
191,1882,5064,Stored Procedures,Methods/Processes,NULL,
191,1882,5068,Query Analyser,Technologies,Packages,
191,1882,3828,MS Visual Studio 2005,Technologies,Tools,
191,1883,3828,MS Visual Studio 2005,Technologies,Tools,
191,1883,3737,.NET,Technologies,Packages,
191,1883,3590,MS Enterprise Library,Technologies,Packages,
191,1883,3481,WinForms,Technologies,Packages,
191,1883,5057,Internal procedure method,Methods/Processes,NULL,
191,1883,5059,VS Source Safe,Technologies,Packages,
191,1883,5063,Interne Tools,Technologies,Packages,
191,1883,1055,Agile Software Development,Methods/Processes,NULL,
191,1883,3221,Citrix,Technologies,Operating Systems,
191,1883,2625,Oracle DB 9.2.*,Technologies,Databases,
191,1883,3258,C#,Technologies,Programming languages,
191,1884,5068,Query Analyser,Technologies,Packages,
191,1884,5064,Stored Procedures,Methods/Processes,NULL,
191,1884,5067,SQL Server Enterprise Manager,Technologies,Packages,
191,1884,5065,Active X- Scripts,Technologies,Packages,
191,1885,5069,Addflow,Technologies,Packages,
191,1885,5063,Interne Tools,Technologies,Packages,
191,1885,5059,VS Source Safe,Technologies,Packages,
191,1885,5057,Internal procedure method,Methods/Processes,NULL,
191,1885,3481,WinForms,Technologies,Packages,
191,1885,3489,Infragistics,Technologies,Packages,
191,1885,3590,MS Enterprise Library,Technologies,Packages,
191,1885,3737,.NET,Technologies,Packages,
191,1885,3828,MS Visual Studio 2005,Technologies,Tools,
191,1885,3258,C#,Technologies,Programming languages,
191,1885,2625,Oracle DB 9.2.*,Technologies,Databases,
191,1885,2327,Enterprise Architect,Technologies,Tools,
191,1885,1055,Agile Software Development,Methods/Processes,NULL,
191,1886,3248,C++,Technologies,Programming languages,
191,1886,3258,C#,Technologies,Programming languages,
191,1886,3266,ASP,Technologies,Packages,
191,1886,3906,MS Visual Studio 6.0,Technologies,Tools,
191,1887,5070,"Network protocols (TCP/IP, PPP, ATM, DNS)",Technologies,Packages,
191,1887,4262,ATM,Technologies,Networks/Protocols,
191,1887,6928,VB 6.0,Technologies,Programming languages,
191,1887,3248,C++,Technologies,Programming languages,
191,1889,5071,WindowsBackup + proprietary scripts,Technologies,Packages,
191,2019,3716,UML 2.0,Methods/Processes,NULL,
191,2019,3712,MS Excel,Technologies,Tools,
191,2019,2327,Enterprise Architect,Technologies,Tools,
191,2019,665,Review techniques,Methods/Processes,NULL,
191,2019,658,Interviewing techniques,Methods/Processes,NULL,
191,2020,658,Interviewing techniques,Methods/Processes,NULL,
191,2020,665,Review techniques,Methods/Processes,NULL,
191,2020,2327,Enterprise Architect,Technologies,Tools,
191,2020,3716,UML 2.0,Methods/Processes,NULL,
191,2020,3728,MS Project 2003,Technologies,Tools,
191,2593,3737,.NET,Technologies,Packages,
191,2593,3828,MS Visual Studio 2005,Technologies,Tools,
191,2593,6074,Extensive experience in the full life cycle of the software development ,Methods/Processes,NULL,
191,2593,3258,C#,Technologies,Programming languages,
191,2593,687,Design Patterns,Methods/Processes,NULL,
191,2593,757,Interviews,Methods/Processes,NULL,
191,2597,1168,Interviews & Workshops,Methods/Processes,NULL,
191,2597,1545,Cost-Benefit Analysis,Methods/Processes,NULL,
191,2597,5564,Visual Facilitation,Methods/Processes,NULL,
191,2597,4544,SWOT Analysis,Methods/Processes,NULL,
191,2598,6302,Authentication,Technologies,Networks/Protocols,
191,2598,3690,Visual Studio,Technologies,Tools,
191,2598,3630,SQL Server Reporting Services,Technologies,Databases,
191,2598,3614,MS SQL Server,Technologies,Databases,
191,2598,757,Interviews,Methods/Processes,NULL,
191,2598,687,Design Patterns,Methods/Processes,NULL,
191,2598,10371,Microsoft Team Foundation Server (TFS),Technologies,Tools,
191,3078,1549,Brainstorming,Methods/Processes,NULL,
191,3078,1452,Moderation- and Requirements Elicitation,Methods/Processes,NULL,
191,3078,1206,Data modeling,Methods/Processes,NULL,
191,3081,757,Interviews,Methods/Processes,NULL,
191,3081,746,Workshops,Methods/Processes,NULL,
191,3081,4544,SWOT Analysis,Methods/Processes,NULL,
191,3082,5856,System Analysis,Methods/Processes,NULL,
191,3082,746,Workshops,Methods/Processes,NULL,
191,3082,757,Interviews,Methods/Processes,NULL,
191,3082,663,Use Cases,Methods/Processes,NULL,
191,3082,1230,Analysis of existing documentation,Methods/Processes,NULL,
191,3082,2281,UML,Methods/Processes,NULL,
191,3083,2281,UML,Methods/Processes,NULL,
191,3083,1206,Data modeling,Methods/Processes,NULL,
191,3083,1019,Prototyping (Mock-up),Methods/Processes,NULL,
191,3083,757,Interviews,Methods/Processes,NULL,
191,3083,746,Workshops,Methods/Processes,NULL,
191,3083,3737,.NET,Technologies,Packages,
191,3084,6120,Document analysis,Methods/Processes,NULL,
191,3084,757,Interviews,Methods/Processes,NULL,
191,3084,960,Reviews,Methods/Processes,NULL,
191,3084,1563,Peer Reviews,Methods/Processes,NULL,
191,3084,2281,UML,Methods/Processes,NULL,
191,3906,2180,MS Team Foundation Server 2010,Technologies,Tools,
191,3906,1494,Application Lifecycle Management,Methods/Processes,NULL,
191,3906,1267,Presentation and moderation techniques,Methods/Processes,NULL,
191,3906,3710,MS PowerPoint,Technologies,Tools,
191,4744,3730,IBM Rational RequisitePro,Technologies,Tools,
191,4744,3614,MS SQL Server,Technologies,Databases,
191,4744,3589,MS Office automation,Technologies,Packages,
191,4744,958,Project planning,Methods/Processes,NULL,
191,4744,642,Requirements Engineering,Methods/Processes,NULL,
191,4744,698,Project management,Methods/Processes,NULL,
191,4746,658,Interviewing techniques,Methods/Processes,NULL,
191,4746,744,Coverage Analysis,Methods/Processes,NULL,
191,4746,1168,Interviews & Workshops,Methods/Processes,NULL,
191,4746,6120,Document analysis,Methods/Processes,NULL,
191,4746,5564,Visual Facilitation,Methods/Processes,NULL,
191,4746,4544,SWOT Analysis,Methods/Processes,NULL,
191,4747,4352,Infrastructure,Technologies,Networks/Protocols,
191,4747,3716,UML 2.0,Methods/Processes,NULL,
191,4747,1168,Interviews & Workshops,Methods/Processes,NULL,
191,4747,1006,User stories,Methods/Processes,NULL,
191,4747,731,Scrum,Methods/Processes,NULL,
191,4747,758,ATAM,Methods/Processes,NULL,
191,4747,887,Training and Coaching,Methods/Processes,NULL,
191,4747,3258,C#,Technologies,Programming languages,
191,4747,10371,Microsoft Team Foundation Server (TFS),Technologies,Tools,
191,4747,8984,MS Visual Studio 2013,Technologies,Tools,
191,4747,9237,ODX,Technologies,Packages,
191,4747,9238,OTX,Technologies,Packages,
191,4748,642,Requirements Engineering,Methods/Processes,NULL,
191,4748,958,Project planning,Methods/Processes,NULL,
191,4748,1168,Interviews & Workshops,Methods/Processes,NULL,
191,4748,3716,UML 2.0,Methods/Processes,NULL,
191,4748,5564,Visual Facilitation,Methods/Processes,NULL,
191,5218,5564,Visual Facilitation,Methods/Processes,NULL,
191,5218,6899,Agile Development,Methods/Processes,NULL,
191,5218,1086,Certified SCRUM Master,Methods/Processes,NULL,
191,5218,887,Training and Coaching,Methods/Processes,NULL,
191,5218,746,Workshops,Methods/Processes,NULL,
191,5218,10371,Microsoft Team Foundation Server (TFS),Technologies,Tools,
191,5814,731,Scrum,Methods/Processes,NULL,
191,5814,685,Workshop moderation,Methods/Processes,NULL,
191,5814,960,Reviews,Methods/Processes,NULL,
191,5814,1549,Brainstorming,Methods/Processes,NULL,
191,5814,5564,Visual Facilitation,Methods/Processes,NULL,
191,5815,5564,Visual Facilitation,Methods/Processes,NULL,
191,5815,1168,Interviews & Workshops,Methods/Processes,NULL,
191,5815,671,ERNI Fitness Check,Methods/Processes,NULL,
191,5815,744,Coverage Analysis,Methods/Processes,NULL,
191,5816,698,Project management,Methods/Processes,NULL,
191,5816,697,Testing,Methods/Processes,NULL,
191,5816,3730,IBM Rational RequisitePro,Technologies,Tools,
191,5816,3748,IBM Rational ClearCase,Technologies,Tools,
191,5817,5564,Visual Facilitation,Methods/Processes,NULL,
191,5817,622,Process development,Methods/Processes,NULL,
191,5817,746,Workshops,Methods/Processes,NULL,
191,5817,960,Reviews,Methods/Processes,NULL,
191,5817,1719,Solution for country-specific regulations (Data access authorization matrix),Methods/Processes,NULL,
191,6688,1549,Brainstorming,Methods/Processes,NULL,
191,6688,798,Process Improvement,Methods/Processes,NULL,
191,6688,685,Workshop moderation,Methods/Processes,NULL,
191,6688,5564,Visual Facilitation,Methods/Processes,NULL,
191,6688,10165,"Agile Methoden (SCRUM, Kanban)",Methods/Processes,NULL,
191,6688,9533,Teamretrospektiven,Methods/Processes,NULL,
191,6689,7363,PREEvision,Technologies,Tools,
191,6689,5564,Visual Facilitation,Methods/Processes,NULL,
191,6689,685,Workshop moderation,Methods/Processes,NULL,
191,6689,642,Requirements Engineering,Methods/Processes,NULL,
191,6690,746,Workshops,Methods/Processes,NULL,
191,6690,757,Interviews,Methods/Processes,NULL,
191,6690,5564,Visual Facilitation,Methods/Processes,NULL,
191,6690,4544,SWOT Analysis,Methods/Processes,NULL,
191,7435,5564,Visual Facilitation,Methods/Processes,NULL,
191,7435,3710,MS PowerPoint,Technologies,Tools,
191,7435,642,Requirements Engineering,Methods/Processes,NULL,
191,7435,974,Lectures,Methods/Processes,NULL,
192,1754,919,V-Model,Methods/Processes,NULL,
192,1754,599,System Testing,Methods/Processes,NULL,
192,1754,3263,SQL,Technologies,Programming languages,
192,1754,3273,PL/SQL,Technologies,Programming languages,
192,1754,2281,UML,Methods/Processes,NULL,
192,1754,3099,Windows XP,Technologies,Operating Systems,
192,1754,3706,SQL Plus,Technologies,Tools,
192,1754,3707,TOAD,Technologies,Tools,
192,1754,3716,UML 2.0,Methods/Processes,NULL,
192,1754,3731,MS Office,Technologies,Tools,
192,1754,3781,MS Visio,Technologies,Tools,
192,1754,3612,Oracle 10g,Technologies,Databases,
192,1754,4782,Brainstorming (structured / open),Methods/Processes,NULL,
192,1754,4795,Value Analysis,Methods/Processes,NULL,
192,1754,4781,Integration testing,Methods/Processes,NULL,
192,1754,4779,User Acceptance Tests,Methods/Processes,NULL,
192,1754,4915,Avaloq Script,Technologies,Programming languages,
192,1754,4913,Banking Solution,Technologies,Other,
192,1754,4778,Risk Matrix,Methods/Processes,NULL,
192,1754,4777,Eisenhower principle,Methods/Processes,NULL,
192,1754,4776,Min-Max-MostLikely Method of Estimation,Methods/Processes,NULL,
192,1754,4100,MindMap,Technologies,Tools,
192,1755,4100,MindMap,Technologies,Tools,
192,1755,4778,Risk Matrix,Methods/Processes,NULL,
192,1755,4913,Banking Solution,Technologies,Other,
192,1755,4795,Value Analysis,Methods/Processes,NULL,
192,1755,4796,Spider Web chart for balance of power,Methods/Processes,NULL,
192,1755,4544,SWOT Analysis,Methods/Processes,NULL,
192,1755,3781,MS Visio,Technologies,Tools,
192,1755,3731,MS Office,Technologies,Tools,
192,1755,3707,TOAD,Technologies,Tools,
192,1755,3706,SQL Plus,Technologies,Tools,
192,1755,757,Interviews,Methods/Processes,NULL,
192,1755,1564,Structured Interviews,Methods/Processes,NULL,
192,1755,1549,Brainstorming,Methods/Processes,NULL,
192,1756,3099,Windows XP,Technologies,Operating Systems,
192,1756,3273,PL/SQL,Technologies,Programming languages,
192,1756,3263,SQL,Technologies,Programming languages,
192,1756,3706,SQL Plus,Technologies,Tools,
192,1756,3707,TOAD,Technologies,Tools,
192,1756,3716,UML 2.0,Methods/Processes,NULL,
192,1756,3731,MS Office,Technologies,Tools,
192,1756,3781,MS Visio,Technologies,Tools,
192,1756,3612,Oracle 10g,Technologies,Databases,
192,1756,4797,Computer and example-based training,Methods/Processes,NULL,
192,1756,4913,Banking Solution,Technologies,Other,
192,1756,4915,Avaloq Script,Technologies,Programming languages,
192,1757,4915,Avaloq Script,Technologies,Programming languages,
192,1757,4913,Banking Solution,Technologies,Other,
192,1757,4778,Risk Matrix,Methods/Processes,NULL,
192,1757,4776,Min-Max-MostLikely Method of Estimation,Methods/Processes,NULL,
192,1757,4916,GMC Produkte,Technologies,Tools,
192,1757,4917,Assentis Products,Technologies,Tools,
192,1757,4544,SWOT Analysis,Methods/Processes,NULL,
192,1757,4100,MindMap,Technologies,Tools,
192,1757,3612,Oracle 10g,Technologies,Databases,
192,1757,3608,MySQL,Technologies,Databases,
192,1757,3781,MS Visio,Technologies,Tools,
192,1757,3731,MS Office,Technologies,Tools,
192,1757,3716,UML 2.0,Methods/Processes,NULL,
192,1757,3707,TOAD,Technologies,Tools,
192,1757,3706,SQL Plus,Technologies,Tools,
192,1757,3263,SQL,Technologies,Programming languages,
192,1757,3273,PL/SQL,Technologies,Programming languages,
192,1757,3099,Windows XP,Technologies,Operating Systems,
192,1757,2281,UML,Methods/Processes,NULL,
192,1757,1549,Brainstorming,Methods/Processes,NULL,
192,1757,1564,Structured Interviews,Methods/Processes,NULL,
192,1757,638,Prototyping,Methods/Processes,NULL,
192,1758,3731,MS Office,Technologies,Tools,
192,1759,3731,MS Office,Technologies,Tools,
192,1759,3781,MS Visio,Technologies,Tools,
192,1759,3716,UML 2.0,Methods/Processes,NULL,
192,1759,3608,MySQL,Technologies,Databases,
192,1759,4544,SWOT Analysis,Methods/Processes,NULL,
192,1759,4240,SOAP,Technologies,Networks/Protocols,
192,1759,4916,GMC Produkte,Technologies,Tools,
192,1759,4912,Batch Scripts,Technologies,Programming languages,
192,1759,4922,GhostScript (View und Batch),Technologies,Tools,
192,1759,638,Prototyping,Methods/Processes,NULL,
192,1759,751,ERM,Methods/Processes,NULL,
192,1759,1056,Spiral model,Methods/Processes,NULL,
192,1759,2281,UML,Methods/Processes,NULL,
192,1759,3201,Windows Server,Technologies,Operating Systems,
192,1759,3263,SQL,Technologies,Programming languages,
192,1760,3263,SQL,Technologies,Programming languages,
192,1760,3277,Perl,Technologies,Programming languages,
192,1760,3271,MS Project,Technologies,Tools,
192,1760,3287,Delphi,Technologies,Programming languages,
192,1760,3210,SUSE Linux,Technologies,Operating Systems,
192,1760,3248,C++,Technologies,Programming languages,
192,1760,3099,Windows XP,Technologies,Operating Systems,
192,1760,3105,Windows NT,Technologies,Operating Systems,
192,1760,2281,UML,Methods/Processes,NULL,
192,1760,918,Waterfall,Methods/Processes,NULL,
192,1760,751,ERM,Methods/Processes,NULL,
192,1760,638,Prototyping,Methods/Processes,NULL,
192,1760,686,Extreme Programming,Methods/Processes,NULL,
192,1760,4922,GhostScript (View und Batch),Technologies,Tools,
192,1760,4912,Batch Scripts,Technologies,Programming languages,
192,1760,4911,PReS,Technologies,Programming languages,
192,1760,4914,STD,Technologies,Packages,
192,1760,4802,3 Tier Architecture,Technologies,Other,
192,1760,4810,UltraEdit (HEX-Edit),Technologies,Tools,
192,1760,4803,Single Application,Technologies,Other,
192,1760,4805,Borland Interbase,Technologies,Databases,
192,1760,4919,PDF Tools (Merge und Split),Technologies,Tools,
192,1760,4921,Adobe Products,Technologies,Tools,
192,1760,4583,Clarity,Technologies,Tools,
192,1760,3608,MySQL,Technologies,Databases,
192,1760,3601,Qt 4,Technologies,Packages,
192,1760,3716,UML 2.0,Methods/Processes,NULL,
192,1760,3722,XMLSpy,Technologies,Tools,
192,1760,3781,MS Visio,Technologies,Tools,
192,1760,3731,MS Office,Technologies,Tools,
192,1799,3731,MS Office,Technologies,Tools,
192,1799,3781,MS Visio,Technologies,Tools,
192,1799,3716,UML 2.0,Methods/Processes,NULL,
192,1799,4544,SWOT Analysis,Methods/Processes,NULL,
192,1799,4782,Brainstorming (structured / open),Methods/Processes,NULL,
192,1799,4100,MindMap,Technologies,Tools,
192,1799,1564,Structured Interviews,Methods/Processes,NULL,
192,1799,3099,Windows XP,Technologies,Operating Systems,
192,1800,4913,Banking Solution,Technologies,Other,
192,1800,3731,MS Office,Technologies,Tools,
192,1801,3731,MS Office,Technologies,Tools,
192,1801,3781,MS Visio,Technologies,Tools,
192,1801,4912,Batch Scripts,Technologies,Programming languages,
192,1801,4805,Borland Interbase,Technologies,Databases,
192,1801,4933,PrintSoft products,Technologies,Other,
192,1801,4544,SWOT Analysis,Methods/Processes,NULL,
192,1801,4583,Clarity,Technologies,Tools,
192,1801,4240,SOAP,Technologies,Networks/Protocols,
192,1801,3201,Windows Server,Technologies,Operating Systems,
192,1801,3263,SQL,Technologies,Programming languages,
192,1801,1564,Structured Interviews,Methods/Processes,NULL,
192,1801,1549,Brainstorming,Methods/Processes,NULL,
192,1801,918,Waterfall,Methods/Processes,NULL,
192,1802,1549,Brainstorming,Methods/Processes,NULL,
192,1802,4583,Clarity,Technologies,Tools,
192,1802,4805,Borland Interbase,Technologies,Databases,
192,1802,3781,MS Visio,Technologies,Tools,
192,1802,3731,MS Office,Technologies,Tools,
192,1803,3731,MS Office,Technologies,Tools,
192,1803,3781,MS Visio,Technologies,Tools,
192,1803,4583,Clarity,Technologies,Tools,
192,1803,918,Waterfall,Methods/Processes,NULL,
192,1804,4583,Clarity,Technologies,Tools,
192,1804,3731,MS Office,Technologies,Tools,
192,2032,3731,MS Office,Technologies,Tools,
192,2032,3781,MS Visio,Technologies,Tools,
192,2032,3692,HP Quality Center,Technologies,Tools,
192,2033,3692,HP Quality Center,Technologies,Tools,
192,2033,3781,MS Visio,Technologies,Tools,
192,2033,3731,MS Office,Technologies,Tools,
192,2448,3731,MS Office,Technologies,Tools,
192,2448,3781,MS Visio,Technologies,Tools,
192,2448,3692,HP Quality Center,Technologies,Tools,
192,2448,731,Scrum,Methods/Processes,NULL,
192,2448,3271,MS Project,Technologies,Tools,
192,2448,2882,Confluence,Technologies,Tools,
192,2448,2180,MS Team Foundation Server 2010,Technologies,Tools,
192,2448,10371,Microsoft Team Foundation Server (TFS),Technologies,Tools,
