PersonId,Language,Level
757,Slovak,L1 - Mother Tongue
758,Slovak,L1 - Mother Tongue
758,German,B1 - Pre-intermediate
758,English,B2 - Intermediate
759,English,B2 - Intermediate
759,German,C2 - Advanced
759,Slovak,L1 - Mother Tongue
760,English,C1 - Upper intermediate
760,Spanish,L1 - Mother Tongue
761,English,C2 - Advanced
761,French,C2 - Advanced
761,German,L1 - Mother Tongue
762,German,L1 - Mother Tongue
765,German,L1 - Mother Tongue
766,German,A1 - Beginner
766,English,B2 - Intermediate
766,French,A2 - Elementary
766,Spanish,L1 - Mother Tongue
766,Catalan,L1 - Mother Tongue
773,English,C1 - Upper intermediate
773,Czech,C2 - Advanced
773,German,C2 - Advanced
773,Slovak,L1 - Mother Tongue
777,German,L1 - Mother Tongue
782,English,B2 - Intermediate
782,Spanish,L1 - Mother Tongue
783,Spanish,L1 - Mother Tongue
783,Catalan,L1 - Mother Tongue
783,English,B1 - Pre-intermediate
787,English,C2 - Advanced
787,French,A2 - Elementary
787,German,L1 - Mother Tongue
789,German,C2 - Advanced
789,Italian,A2 - Elementary
789,French,A2 - Elementary
789,English,C2 - Advanced
789,Spanish,L1 - Mother Tongue
791,Spanish,L1 - Mother Tongue
791,Catalan,L1 - Mother Tongue
791,English,A2 - Elementary
791,French,A1 - Beginner
793,English,C1 - Upper intermediate
793,Spanish,L1 - Mother Tongue
794,Spanish,L1 - Mother Tongue
794,English,C2 - Advanced
794,German,A2 - Elementary
805,German,L1 - Mother Tongue
805,English,B2 - Intermediate
807,English,C1 - Upper intermediate
807,French,A2 - Elementary
807,German,L1 - Mother Tongue
807,Spanish,A1 - Beginner
813,German,B2 - Intermediate
813,English,C1 - Upper intermediate
817,English,B2 - Intermediate
817,Spanish,L1 - Mother Tongue
817,Catalan,L1 - Mother Tongue
818,Catalan,C1 - Upper intermediate
818,Spanish,L1 - Mother Tongue
818,French,C1 - Upper intermediate
818,English,C2 - Advanced
820,English,C1 - Upper intermediate
820,German,B2 - Intermediate
823,German,A1 - Beginner
823,Slovak,L1 - Mother Tongue
823,Russian,A2 - Elementary
823,English,C1 - Upper intermediate
824,English,C2 - Advanced
824,German,L1 - Mother Tongue
828,English,C2 - Advanced
828,French,A1 - Beginner
828,Spanish,L1 - Mother Tongue
828,Catalan,L1 - Mother Tongue
829,Spanish,L1 - Mother Tongue
829,English,C1 - Upper intermediate
830,English,A2 - Elementary
830,German,B1 - Pre-intermediate
836,Romanian,L1 - Mother Tongue
836,English,C1 - Upper intermediate
836,French,A1 - Beginner
843,French,B1 - Pre-intermediate
843,English,C2 - Advanced
843,Romanian,L1 - Mother Tongue
843,Italian,A1 - Beginner
843,German,B2 - Intermediate
846,German,A1 - Beginner
846,Italian,C1 - Upper intermediate
846,Portuguese,L1 - Mother Tongue
846,English,C2 - Advanced
846,Dutch,A1 - Beginner
846,French,A1 - Beginner
846,Spanish,C2 - Advanced
846,Catalan,A2 - Elementary
848,Spanish,A2 - Elementary
848,French,C1 - Upper intermediate
848,English,C2 - Advanced
848,Italian,L1 - Mother Tongue
848,German,L1 - Mother Tongue
849,German,B2 - Intermediate
849,Romanian,L1 - Mother Tongue
849,English,C2 - Advanced
850,English,B2 - Intermediate
850,German,A1 - Beginner
850,Spanish,L1 - Mother Tongue
850,Catalan,L1 - Mother Tongue
852,Catalan,L1 - Mother Tongue
852,Spanish,L1 - Mother Tongue
852,French,A1 - Beginner
852,English,C2 - Advanced
855,English,A2 - Elementary
855,Spanish,C2 - Advanced
856,Spanish,L1 - Mother Tongue
856,Catalan,L1 - Mother Tongue
856,English,B2 - Intermediate
857,English,B2 - Intermediate
857,French,A1 - Beginner
857,Catalan,L1 - Mother Tongue
857,Spanish,L1 - Mother Tongue
858,Spanish,L1 - Mother Tongue
858,English,C1 - Upper intermediate
859,English,C2 - Advanced
859,Russian,L1 - Mother Tongue
859,Spanish,C2 - Advanced
859,Catalan,C1 - Upper intermediate
860,German,L1 - Mother Tongue
860,English,B2 - Intermediate
860,French,A1 - Beginner
861,French,A2 - Elementary
861,English,B1 - Pre-intermediate
861,German,L1 - Mother Tongue
862,German,B1 - Pre-intermediate
862,Slovak,L1 - Mother Tongue
862,Japanese,A1 - Beginner
862,English,C1 - Upper intermediate
863,English,B1 - Pre-intermediate
863,Spanish,L1 - Mother Tongue
864,Spanish,L1 - Mother Tongue
864,English,B2 - Intermediate
864,German,B2 - Intermediate
866,English,B2 - Intermediate
866,Spanish,L1 - Mother Tongue
866,Catalan,C2 - Advanced
868,Spanish,L1 - Mother Tongue
868,English,C1 - Upper intermediate
868,French,A1 - Beginner
868,Estonian,A1 - Beginner
869,French,C1 - Upper intermediate
869,English,C1 - Upper intermediate
869,Spanish,L1 - Mother Tongue
869,Catalan,L1 - Mother Tongue
869,Arabic,L1 - Mother Tongue
870,Spanish,L1 - Mother Tongue
870,English,C2 - Advanced
870,Italian,C1 - Upper intermediate
872,German,A2 - Elementary
872,English,C1 - Upper intermediate
874,English,C2 - Advanced
874,Polish,L1 - Mother Tongue
874,Spanish,A1 - Beginner
875,Filipino,C2 - Advanced
875,English,C2 - Advanced
876,English,B2 - Intermediate
876,Catalan,L1 - Mother Tongue
876,Spanish,L1 - Mother Tongue
877,English,C1 - Upper intermediate
877,Romanian,L1 - Mother Tongue
877,Italian,B1 - Pre-intermediate
877,German,B2 - Intermediate
878,German,L1 - Mother Tongue
878,Italian,B1 - Pre-intermediate
878,English,C1 - Upper intermediate
878,French,C1 - Upper intermediate
880,English,B2 - Intermediate
880,Spanish,L1 - Mother Tongue
880,Catalan,B2 - Intermediate
883,Spanish,L1 - Mother Tongue
883,English,B2 - Intermediate
884,English,C2 - Advanced
884,Portuguese,L1 - Mother Tongue
884,Spanish,C2 - Advanced
886,Spanish,L1 - Mother Tongue
886,English,C2 - Advanced
890,English,L1 - Mother Tongue
890,French,A2 - Elementary
890,German,L1 - Mother Tongue
890,Arabic,L1 - Mother Tongue
894,Filipino,L1 - Mother Tongue
894,English,C2 - Advanced
899,French,B1 - Pre-intermediate
899,English,C1 - Upper intermediate
899,German,A1 - Beginner
899,Romanian,L1 - Mother Tongue
899,Italian,B1 - Pre-intermediate
901,Russian,L1 - Mother Tongue
901,German,C1 - Upper intermediate
901,English,C1 - Upper intermediate
903,English,B2 - Intermediate
903,Filipino,L1 - Mother Tongue
910,English,C1 - Upper intermediate
910,German,L1 - Mother Tongue
915,Italian,C1 - Upper intermediate
915,English,C1 - Upper intermediate
915,Spanish,L1 - Mother Tongue
919,English,C2 - Advanced
919,German,L1 - Mother Tongue
919,French,L1 - Mother Tongue
926,German,B1 - Pre-intermediate
926,Romanian,L1 - Mother Tongue
926,English,B2 - Intermediate
926,French,A2 - Elementary
926,Spanish,A1 - Beginner
932,French,A1 - Beginner
932,English,C2 - Advanced
932,Romanian,L1 - Mother Tongue
937,Russian,A1 - Beginner
937,German,L1 - Mother Tongue
937,English,C2 - Advanced
939,English,B2 - Intermediate
939,Slovak,L1 - Mother Tongue
942,Japanese,A1 - Beginner
942,English,C2 - Advanced
942,Filipino,L1 - Mother Tongue
943,English,B2 - Intermediate
946,English,C2 - Advanced
946,Slovak,L1 - Mother Tongue
946,German,C1 - Upper intermediate
948,German,C1 - Upper intermediate
948,Russian,A2 - Elementary
948,Hungarian,A1 - Beginner
948,Czech,B1 - Pre-intermediate
948,English,B2 - Intermediate
949,English,C1 - Upper intermediate
949,Slovak,L1 - Mother Tongue
949,German,B1 - Pre-intermediate
952,German,A2 - Elementary
952,English,C2 - Advanced
952,Turkish,A2 - Elementary
957,English,L1 - Mother Tongue
957,German,L1 - Mother Tongue
958,German,C2 - Advanced
958,Slovak,L1 - Mother Tongue
958,English,C1 - Upper intermediate
958,French,B2 - Intermediate
961,English,C1 - Upper intermediate
961,Croatian,A1 - Beginner
961,Slovak,L1 - Mother Tongue
961,German,B1 - Pre-intermediate
962,Slovak,L1 - Mother Tongue
962,Czech,C2 - Advanced
962,English,B2 - Intermediate
964,English,B2 - Intermediate
964,Spanish,L1 - Mother Tongue
964,Catalan,L1 - Mother Tongue
966,English,C2 - Advanced
966,Japanese,A1 - Beginner
966,German,A2 - Elementary
966,French,L1 - Mother Tongue
968,German,A2 - Elementary
968,English,B2 - Intermediate
969,English,C1 - Upper intermediate
969,German,A2 - Elementary
969,Spanish,L1 - Mother Tongue
970,Spanish,L1 - Mother Tongue
970,German,B1 - Pre-intermediate
970,English,C2 - Advanced
971,English,B2 - Intermediate
971,Filipino,C2 - Advanced
975,English,C2 - Advanced
975,German,C2 - Advanced
975,Slovak,L1 - Mother Tongue
976,German,L1 - Mother Tongue
976,English,C1 - Upper intermediate
976,French,B2 - Intermediate
978,English,C1 - Upper intermediate
978,German,B2 - Intermediate
978,Portuguese,C1 - Upper intermediate
978,Catalan,L1 - Mother Tongue
978,Spanish,L1 - Mother Tongue
980,Spanish,L1 - Mother Tongue
980,Catalan,L1 - Mother Tongue
980,English,B1 - Pre-intermediate
983,Dutch,B1 - Pre-intermediate
983,English,C1 - Upper intermediate
983,French,C1 - Upper intermediate
983,Italian,A1 - Beginner
983,German,L1 - Mother Tongue
984,German,L1 - Mother Tongue
984,Italian,L1 - Mother Tongue
984,Russian,B2 - Intermediate
984,French,C1 - Upper intermediate
984,English,C1 - Upper intermediate
984,Spanish,B2 - Intermediate
985,Spanish,L1 - Mother Tongue
985,Catalan,L1 - Mother Tongue
985,English,C2 - Advanced
985,Japanese,B1 - Pre-intermediate
985,French,C2 - Advanced
989,English,B2 - Intermediate
989,Spanish,L1 - Mother Tongue
991,Spanish,C1 - Upper intermediate
991,English,C2 - Advanced
991,German,A1 - Beginner
991,Portuguese,L1 - Mother Tongue
993,English,A2 - Elementary
993,Spanish,L1 - Mother Tongue
993,Catalan,C2 - Advanced
994,Catalan,L1 - Mother Tongue
994,Spanish,L1 - Mother Tongue
994,English,C2 - Advanced
994,Portuguese,C2 - Advanced
998,Russian,B1 - Pre-intermediate
998,Slovak,C2 - Advanced
998,German,C2 - Advanced
998,English,C2 - Advanced
1001,English,B2 - Intermediate
1001,French,A1 - Beginner
1001,German,C1 - Upper intermediate
1001,Romanian,L1 - Mother Tongue
1005,English,B2 - Intermediate
1005,Spanish,L1 - Mother Tongue
1005,Catalan,L1 - Mother Tongue
1006,Spanish,B2 - Intermediate
1006,English,C2 - Advanced
1006,Hungarian,L1 - Mother Tongue
1006,German,L1 - Mother Tongue
1007,Italian,L1 - Mother Tongue
1007,Spanish,A2 - Elementary
1007,English,B2 - Intermediate
1008,English,C1 - Upper intermediate
1008,Spanish,L1 - Mother Tongue
1009,Spanish,C2 - Advanced
1009,English,C2 - Advanced
1009,Italian,L1 - Mother Tongue
1012,Portuguese,L1 - Mother Tongue
1012,Spanish,A2 - Elementary
1012,English,C1 - Upper intermediate
1015,English,C2 - Advanced
1015,Spanish,L1 - Mother Tongue
1015,Catalan,C1 - Upper intermediate
1016,Spanish,L1 - Mother Tongue
1017,English,C1 - Upper intermediate
1017,French,B2 - Intermediate
1017,Portuguese,B2 - Intermediate
1017,Italian,A1 - Beginner
1017,German,L1 - Mother Tongue
1018,German,L1 - Mother Tongue
1018,French,C2 - Advanced
1018,Spanish,A2 - Elementary
1018,English,C2 - Advanced
1021,English,B2 - Intermediate
1021,Filipino,B2 - Intermediate
1023,English,C1 - Upper intermediate
1023,French,A1 - Beginner
1023,German,L1 - Mother Tongue
1024,German,L1 - Mother Tongue
1024,French,B1 - Pre-intermediate
1024,English,C1 - Upper intermediate
1025,French,A1 - Beginner
1025,English,C2 - Advanced
1025,Portuguese,A1 - Beginner
1025,Spanish,L1 - Mother Tongue
1027,Portuguese,B1 - Pre-intermediate
1027,German,L1 - Mother Tongue
1027,French,B2 - Intermediate
1027,English,C1 - Upper intermediate
1030,English,B2 - Intermediate
1030,Filipino,L1 - Mother Tongue
1031,French,A2 - Elementary
1031,English,C2 - Advanced
1031,Czech,C2 - Advanced
1031,German,C2 - Advanced
1031,Slovak,L1 - Mother Tongue
1032,French,B1 - Pre-intermediate
1032,English,C1 - Upper intermediate
1032,Mandarin,A1 - Beginner
1033,English,C2 - Advanced
1033,Spanish,A2 - Elementary
1036,French,L1 - Mother Tongue
1036,German,A2 - Elementary
1036,English,C1 - Upper intermediate
1036,Swedish,A2 - Elementary
1037,English,C2 - Advanced
1037,French,L1 - Mother Tongue
1037,Spanish,A2 - Elementary
1042,Hebrew,B2 - Intermediate
1042,French,L1 - Mother Tongue
1042,English,C2 - Advanced
1044,English,B1 - Pre-intermediate
1044,French,L1 - Mother Tongue
1044,Spanish,A2 - Elementary
1046,French,L1 - Mother Tongue
1046,German,A2 - Elementary
1046,English,B2 - Intermediate
1047,French,B2 - Intermediate
1047,English,L1 - Mother Tongue
1047,Danish,L1 - Mother Tongue
1047,German,B2 - Intermediate
1047,Norwegian,C2 - Advanced
1047,Swedish,C2 - Advanced
1049,French,L1 - Mother Tongue
1049,English,C2 - Advanced
1050,English,C2 - Advanced
1050,Danish,C1 - Upper intermediate
1050,French,L1 - Mother Tongue
1050,German,A1 - Beginner
1051,English,B2 - Intermediate
1051,Spanish,L1 - Mother Tongue
1051,Catalan,L1 - Mother Tongue
1055,English,B2 - Intermediate
1055,German,L1 - Mother Tongue
1055,Italian,L1 - Mother Tongue
1057,French,B2 - Intermediate
1057,English,C2 - Advanced
1057,Catalan,L1 - Mother Tongue
1057,Spanish,L1 - Mother Tongue
1060,Spanish,L1 - Mother Tongue
1060,Catalan,L1 - Mother Tongue
1060,English,B1 - Pre-intermediate
1061,Czech,B2 - Intermediate
1061,English,B2 - Intermediate
1061,Slovak,L1 - Mother Tongue
1061,German,A2 - Elementary
1062,English,C1 - Upper intermediate
1062,French,A2 - Elementary
1062,Catalan,L1 - Mother Tongue
1062,Spanish,L1 - Mother Tongue
1064,Spanish,L1 - Mother Tongue
1064,Catalan,L1 - Mother Tongue
1064,English,C2 - Advanced
1065,French,B1 - Pre-intermediate
1065,English,C1 - Upper intermediate
1065,Romanian,L1 - Mother Tongue
1069,German,B2 - Intermediate
1069,French,B2 - Intermediate
1069,English,L1 - Mother Tongue
1069,Dutch,L1 - Mother Tongue
1069,Catalan,B1 - Pre-intermediate
1069,Spanish,C1 - Upper intermediate
1070,English,C2 - Advanced
1070,French,L1 - Mother Tongue
1072,Italian,L1 - Mother Tongue
1072,English,C2 - Advanced
1072,French,A1 - Beginner
1072,Spanish,C2 - Advanced
1072,Catalan,A1 - Beginner
1074,English,B2 - Intermediate
1074,Slovak,L1 - Mother Tongue
1074,German,A2 - Elementary
1078,German,L1 - Mother Tongue
1078,English,C1 - Upper intermediate
1078,French,B1 - Pre-intermediate
1079,French,A2 - Elementary
1079,English,C2 - Advanced
1079,German,L1 - Mother Tongue
1082,German,B1 - Pre-intermediate
1082,Slovak,L1 - Mother Tongue
1082,Czech,L1 - Mother Tongue
1082,English,C1 - Upper intermediate
1082,Spanish,B2 - Intermediate
1086,French,C1 - Upper intermediate
1086,English,C2 - Advanced
1086,Romanian,L1 - Mother Tongue
1086,German,A1 - Beginner
1087,English,B2 - Intermediate
1087,Spanish,L1 - Mother Tongue
1087,Catalan,L1 - Mother Tongue
1088,English,C2 - Advanced
1088,Romanian,L1 - Mother Tongue
1090,Slovak,L1 - Mother Tongue
1090,English,B2 - Intermediate
1092,English,A2 - Elementary
1092,Spanish,L1 - Mother Tongue
1094,Arabic,L1 - Mother Tongue
1094,English,C2 - Advanced
1094,Czech,L1 - Mother Tongue
1094,Slovak,L1 - Mother Tongue
1094,German,C1 - Upper intermediate
1099,English,C2 - Advanced
1099,Catalan,L1 - Mother Tongue
1099,Spanish,L1 - Mother Tongue
1101,English,B2 - Intermediate
1103,English,C2 - Advanced
1103,French,L1 - Mother Tongue
1103,Spanish,B2 - Intermediate
1103,Arabic,L1 - Mother Tongue
1106,German,B2 - Intermediate
1106,English,C1 - Upper intermediate
1107,English,B2 - Intermediate
1107,German,B1 - Pre-intermediate
1107,Romanian,C1 - Upper intermediate
1107,Hungarian,L1 - Mother Tongue
1112,Slovak,L1 - Mother Tongue
1112,German,C2 - Advanced
1112,English,C1 - Upper intermediate
1113,English,B2 - Intermediate
1113,French,A1 - Beginner
1113,Catalan,L1 - Mother Tongue
1113,Spanish,L1 - Mother Tongue
1115,English,C2 - Advanced
1115,German,B1 - Pre-intermediate
1115,Greek,L1 - Mother Tongue
1123,Spanish,B1 - Pre-intermediate
1123,German,B1 - Pre-intermediate
1123,Czech,C1 - Upper intermediate
1123,English,C1 - Upper intermediate
1127,English,A2 - Elementary
1127,Spanish,L1 - Mother Tongue
1127,Catalan,L1 - Mother Tongue
1130,Catalan,L1 - Mother Tongue
1130,Spanish,L1 - Mother Tongue
1130,English,C2 - Advanced
1135,Dutch,L1 - Mother Tongue
1140,English,C1 - Upper intermediate
1140,Spanish,L1 - Mother Tongue
1140,Catalan,L1 - Mother Tongue
1147,Spanish,L1 - Mother Tongue
1147,French,B1 - Pre-intermediate
1147,English,C2 - Advanced
1147,Italian,A1 - Beginner
1149,English,B2 - Intermediate
1149,Spanish,L1 - Mother Tongue
1149,Catalan,L1 - Mother Tongue
1150,Spanish,L1 - Mother Tongue
1150,English,B2 - Intermediate
